Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V02_2,9,1,2,30,102.7,129.3,50.0,80.0,10.0,NO,YES,49.3,0.0,30.0,97.8,90,121.536792,29.883570,2026-04-07 21:52:50
V10_10,1,1,12,20,108.0,139.5,64.0,94.0,10.0,NO,YES,45.5,0.0,30.0,97.6,100,121.529540,29.870000,2026-04-07 21:52:50
V04_4,7,1,41,20,102.7,140.8,92.0,122.0,10.0,NO,YES,18.8,0.0,30.0,98.0,110,121.555439,29.883570,2026-04-07 21:52:50
V09_9,2,1,10,30,105.4,140.8,119.0,149.0,10.0,YES,NO,0.0,0.0,15.0,98.3,100,121.530576,29.867738,2026-04-07 21:52:50
V03_3,8,1,44,10,117.8,149.6,64.0,94.0,10.0,NO,YES,55.6,0.0,30.0,97.6,60,121.553885,29.886736,2026-04-07 21:52:51
V02_2,9,2,6,20,126.0,150.9,95.0,125.0,10.0,NO,YES,25.9,0.0,30.0,97.4,60,121.534720,29.883570,2026-04-07 21:52:51
V09_9,2,2,11,40,135.7,153.4,59.0,89.0,10.0,NO,YES,64.4,0.0,30.0,98.1,70,121.529540,29.867738,2026-04-07 21:52:51
V07_7,4,1,20,10,116.9,154.7,122.0,152.0,10.0,NO,YES,2.7,0.0,30.0,98.1,100,121.547151,29.856430,2026-04-07 21:52:51
V06_6,5,1,50,30,117.8,156.1,116.0,146.0,10.0,NO,YES,10.1,0.0,30.0,97.9,120,121.562690,29.865477,2026-04-07 21:52:51
V08_8,3,1,24,10,116.9,156.1,148.0,178.0,10.0,YES,NO,0.0,0.0,15.0,98.1,110,121.545079,29.856430,2026-04-07 21:52:51
V10_10,1,2,14,10,128.0,157.4,35.0,65.0,10.0,NO,YES,92.4,0.0,30.0,97.4,80,121.527987,29.870000,2026-04-07 21:52:51
V01_1,10,1,4,40,120.2,160.0,141.0,171.0,10.0,YES,NO,0.0,0.0,15.0,98.2,70,121.535756,29.885831,2026-04-07 21:52:51
V05_5,6,1,38,30,124.0,161.3,75.0,105.0,10.0,NO,YES,56.3,0.0,30.0,97.2,110,121.557510,29.885831,2026-04-07 21:52:51
V03_3,8,2,43,20,137.8,167.8,128.0,158.0,10.0,NO,YES,9.8,0.0,30.0,97.3,50,121.553885,29.888093,2026-04-07 21:52:51
V04_4,7,2,39,10,130.6,167.8,37.0,67.0,10.0,NO,YES,100.8,0.0,30.0,97.5,90,121.556475,29.885831,2026-04-07 21:52:51
V02_2,9,3,7,20,146.0,169.1,79.0,109.0,10.0,NO,YES,60.1,0.0,30.0,97.2,40,121.533166,29.883570,2026-04-07 21:52:51
V01_1,10,2,45,10,157.7,173.1,37.0,67.0,10.0,NO,YES,106.1,0.0,30.0,98.0,30,121.535756,29.886736,2026-04-07 21:52:51
