Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V03_3,8,1,2,30,102.7,123.3,50.0,80.0,10.0,NO,YES,43.3,0.0,30.0,98.0,70,121.536792,29.883570,2026-04-07 21:44:51
V10_10,1,1,42,10,111.8,128.1,33.0,63.0,10.0,NO,YES,65.1,0.0,30.0,97.7,70,121.553885,29.885831,2026-04-07 21:44:51
V05_5,6,1,41,20,102.7,129.3,92.0,122.0,10.0,NO,YES,7.3,0.0,30.0,98.5,60,121.555439,29.883570,2026-04-07 21:44:51
V09_9,2,1,12,20,108.0,131.6,64.0,94.0,10.0,NO,YES,37.6,0.0,30.0,97.8,110,121.529540,29.870000,2026-04-07 21:44:51
V07_7,4,1,39,10,120.2,138.1,37.0,67.0,10.0,NO,YES,71.1,0.0,30.0,97.5,70,121.556475,29.885831,2026-04-07 21:44:51
V10_10,1,2,44,10,128.5,140.6,64.0,94.0,10.0,NO,YES,46.6,0.0,30.0,97.5,60,121.553885,29.886736,2026-04-07 21:44:51
V08_8,3,1,45,10,125.8,142.9,37.0,67.0,10.0,NO,YES,75.9,0.0,30.0,97.4,70,121.535756,29.886736,2026-04-07 21:44:51
V04_4,7,1,47,10,127.8,146.5,45.0,75.0,10.0,NO,YES,71.5,0.0,30.0,97.6,40,121.526433,29.870000,2026-04-07 21:44:52
V09_9,2,2,14,10,128.0,149.1,35.0,65.0,10.0,NO,YES,84.1,0.0,30.0,97.5,90,121.527987,29.870000,2026-04-07 21:44:52
V07_7,4,2,38,30,136.8,150.4,75.0,105.0,10.0,NO,YES,45.4,0.0,30.0,97.4,60,121.557510,29.885831,2026-04-07 21:44:52
V06_6,5,1,5,20,134.4,152.7,41.0,71.0,10.0,NO,YES,81.7,0.0,30.0,97.3,50,121.535756,29.888093,2026-04-07 21:44:52
V01_1,10,1,15,20,131.0,153.9,58.0,88.0,10.0,NO,YES,65.9,0.0,30.0,97.5,50,121.526433,29.867738,2026-04-07 21:44:52
V01_1,10,2,16,20,147.6,165.7,72.0,102.0,10.0,NO,YES,63.7,0.0,30.0,97.3,30,121.525397,29.867738,2026-04-07 21:44:52
V03_3,8,2,3,10,146.0,167.9,109.0,139.0,10.0,NO,YES,28.9,0.0,30.0,97.2,40,121.536792,29.888093,2026-04-07 21:44:52
V10_10,1,3,40,30,157.9,167.9,85.0,115.0,10.0,NO,YES,52.9,0.0,30.0,97.1,50,121.556475,29.888093,2026-04-07 21:44:52
V07_7,4,3,37,10,194.2,169.3,124.0,154.0,10.0,NO,YES,15.3,0.0,30.0,97.1,30,121.559064,29.886736,2026-04-07 21:44:52
V08_8,3,2,6,20,160.1,176.3,95.0,125.0,10.0,NO,YES,51.3,0.0,30.0,96.9,60,121.534720,29.883570,2026-04-07 21:44:52
V09_9,2,3,11,40,157.4,176.3,59.0,89.0,10.0,NO,YES,87.3,0.0,30.0,97.0,80,121.529540,29.867738,2026-04-07 21:44:52
V05_5,6,2,36,40,153.4,182.1,43.0,73.0,10.0,NO,YES,109.1,0.0,30.0,97.6,40,121.559064,29.888093,2026-04-07 21:44:52
V06_6,5,2,8,10,167.9,184.3,91.0,121.0,10.0,NO,YES,63.3,0.0,30.0,96.9,30,121.533166,29.885831,2026-04-07 21:44:52
V04_4,7,2,10,30,169.2,188.7,119.0,149.0,10.0,NO,YES,39.7,0.0,30.0,96.9,30,121.530576,29.867738,2026-04-07 21:44:52
V07_7,4,4,35,20,216.3,188.7,139.0,169.0,10.0,NO,YES,19.7,0.0,30.0,96.8,20,121.560100,29.888093,2026-04-07 21:44:52
V10_10,1,4,43,20,184.6,193.6,128.0,158.0,10.0,NO,YES,35.6,0.0,30.0,96.7,20,121.553885,29.888093,2026-04-07 21:44:53
V01_1,10,3,13,10,181.2,199.9,142.0,172.0,10.0,NO,YES,27.9,0.0,30.0,96.8,10,121.527987,29.865477,2026-04-07 21:44:53
V03_3,8,3,46,10,177.4,199.9,113.0,143.0,10.0,NO,YES,56.9,0.0,30.0,96.7,30,121.534720,29.885831,2026-04-07 21:44:53
V02_2,9,1,33,10,171.6,201.1,51.0,81.0,10.0,NO,YES,120.1,0.0,30.0,96.5,50,121.569424,29.860954,2026-04-07 21:44:53
V08_8,3,3,4,40,188.0,203.5,141.0,171.0,10.0,NO,YES,32.5,0.0,30.0,96.5,40,121.535756,29.885831,2026-04-07 21:44:53
V09_9,2,4,9,20,185.3,203.5,91.0,121.0,10.0,NO,YES,82.5,0.0,30.0,96.6,40,121.530576,29.865477,2026-04-07 21:44:53
V02_2,9,2,32,10,199.5,226.3,131.0,161.0,10.0,NO,YES,65.3,0.0,30.0,96.1,40,121.570460,29.863215,2026-04-07 21:44:53
V03_3,8,4,7,20,206.8,227.4,79.0,109.0,10.0,NO,YES,118.4,0.0,30.0,96.3,20,121.533166,29.883570,2026-04-07 21:44:53
V06_6,5,3,1,20,215.2,236.3,145.0,175.0,10.0,NO,YES,61.3,0.0,30.0,96.0,20,121.538346,29.888093,2026-04-07 21:44:53
V09_9,2,5,17,20,242.5,265.5,149.0,179.0,10.0,NO,YES,86.5,0.0,30.0,95.6,20,121.525397,29.870000,2026-04-07 21:44:54
V02_2,9,3,50,30,262.2,294.2,116.0,146.0,10.0,NO,YES,148.2,0.0,30.0,95.0,30,121.562690,29.865477,2026-04-07 21:44:55
V03_3,17,1,22,40,116.7,537.6,92.0,122.0,10.0,NO,YES,415.6,0.0,30.0,91.0,90,121.546115,29.856430,2026-04-07 21:44:59
V03_3,17,2,20,10,133.3,549.6,122.0,152.0,10.0,NO,YES,397.6,0.0,30.0,90.9,50,121.547151,29.856430,2026-04-07 21:45:00
V03_3,17,3,49,10,153.3,566.1,104.0,134.0,10.0,NO,YES,432.1,0.0,30.0,90.6,40,121.547151,29.855073,2026-04-07 21:45:00
V06_6,18,1,19,40,133.5,575.3,72.0,102.0,10.0,NO,YES,473.3,0.0,30.0,90.3,70,121.547151,29.854169,2026-04-07 21:45:00
V04_4,11,1,26,30,195.1,580.3,115.0,145.0,10.0,NO,YES,435.3,0.0,30.0,90.4,30,121.574603,29.863215,2026-04-07 21:45:00
V01_1,14,1,29,10,174.0,591.7,67.0,97.0,10.0,NO,YES,494.7,0.0,30.0,90.5,10,121.572013,29.865477,2026-04-07 21:45:00
V03_3,17,4,48,10,186.7,601.4,151.0,181.0,10.0,NO,YES,420.4,0.0,30.0,90.1,30,121.547151,29.851907,2026-04-07 21:45:01
V06_6,18,2,18,20,161.5,603.8,87.0,117.0,10.0,NO,YES,486.8,0.0,30.0,89.9,30,121.548187,29.851907,2026-04-07 21:45:01
V07_7,16,1,31,20,167.6,603.8,61.0,91.0,10.0,NO,YES,512.8,0.0,30.0,89.9,50,121.570978,29.865477,2026-04-07 21:45:01
V08_8,13,1,28,10,185.7,603.8,62.0,92.0,10.0,NO,YES,511.8,0.0,30.0,90.0,10,121.573049,29.863215,2026-04-07 21:45:01
V05_5,15,1,30,10,173.3,605.0,74.0,104.0,10.0,NO,YES,501.0,0.0,30.0,90.8,10,121.570978,29.863215,2026-04-07 21:45:01
V10_10,12,1,27,20,190.0,605.0,62.0,92.0,10.0,NO,YES,513.0,0.0,30.0,90.0,20,121.574603,29.865477,2026-04-07 21:45:01
V07_7,16,2,34,30,187.6,622.4,111.0,141.0,10.0,NO,YES,481.4,0.0,30.0,89.6,30,121.569424,29.865477,2026-04-07 21:45:01
V03_3,17,5,25,20,220.0,636.1,154.0,184.0,10.0,NO,YES,452.1,0.0,30.0,89.5,20,121.543525,29.851907,2026-04-07 21:45:01
V09_9,19,1,23,30,150.1,639.8,65.0,95.0,10.0,NO,YES,544.8,0.0,30.0,89.5,30,121.545079,29.851907,2026-04-07 21:45:01
V02_2,20,1,21,10,150.0,649.5,67.0,97.0,10.0,NO,YES,552.5,0.0,30.0,89.3,10,121.546115,29.851907,2026-04-07 21:45:02
V06_6,18,3,24,10,210.3,657.1,148.0,178.0,10.0,NO,YES,479.1,0.0,30.0,89.0,10,121.545079,29.856430,2026-04-07 21:45:02
