Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,113,10,30.6,390.9,15.0,62.0,90.0,NO,YES,328.9,0.0,30.0,99.4,120,121.548705,29.863215,2026-03-19 21:28:34
V02,2,1,62,20,46.7,862.6,23.0,66.0,90.0,NO,YES,796.6,0.0,30.0,99.2,160,121.552331,29.880403,2026-03-19 21:28:34
V08,8,1,45,10,38.5,1377.7,19.0,94.0,90.0,NO,YES,1283.7,0.0,30.0,99.0,120,121.560100,29.871357,2026-03-19 21:28:34
V07,7,1,20,30,66.0,4153.0,33.0,93.0,90.0,NO,YES,4060.0,0.0,30.0,97.9,130,121.567352,29.869548,2026-03-19 21:28:35
V09,9,1,30,20,64.4,4153.0,32.0,102.0,90.0,NO,YES,4051.0,0.0,30.0,97.9,120,121.557510,29.883117,2026-03-19 21:28:35
V03,3,1,101,10,71.0,4607.9,35.0,91.0,90.0,NO,YES,4516.9,0.0,30.0,97.6,160,121.532130,29.872714,2026-03-19 21:28:35
V04,4,1,73,20,70.7,4670.0,35.0,92.0,90.0,NO,YES,4578.0,0.0,30.0,97.7,130,121.559064,29.855978,2026-03-19 21:28:35
V06,6,1,133,10,77.9,5241.9,38.0,93.0,90.0,NO,YES,5148.9,0.0,30.0,97.3,160,121.565280,29.881760,2026-03-19 21:28:36
V05,5,1,93,10,102.1,7080.1,51.0,93.0,90.0,NO,YES,6987.1,0.0,30.0,96.6,140,121.528505,29.883117,2026-03-19 21:28:36
V10,10,1,164,30,98.2,7306.7,49.0,119.0,90.0,NO,YES,7187.7,0.0,30.0,96.4,180,121.564244,29.851455,2026-03-19 21:28:36
V10,10,2,147,10,194.5,8104.6,202.0,262.0,90.0,NO,YES,7842.6,0.0,30.0,96.1,150,121.563726,29.850098,2026-03-19 21:28:37
V05,5,2,135,20,208.1,8776.1,206.0,275.0,90.0,NO,YES,8501.1,0.0,30.0,96.0,130,121.528505,29.886736,2026-03-19 21:28:37
V10,10,3,160,40,298.0,8887.9,287.0,363.0,90.0,NO,YES,8524.9,0.0,30.0,95.9,140,121.565280,29.850098,2026-03-19 21:28:37
V10,10,4,47,30,392.0,9453.3,392.0,442.0,90.0,NO,YES,9011.3,0.0,30.0,95.7,100,121.565280,29.851002,2026-03-19 21:28:37
V07,7,2,50,20,249.3,13133.8,221.0,277.0,90.0,NO,YES,12856.8,0.0,30.0,94.5,100,121.576675,29.888998,2026-03-19 21:28:39
V04,4,2,197,30,250.0,13245.1,229.0,280.0,90.0,NO,YES,12965.1,0.0,30.0,94.4,110,121.581337,29.850550,2026-03-19 21:28:39
V07,7,3,156,20,342.1,13568.7,307.0,374.0,90.0,NO,YES,13194.7,0.0,30.0,94.4,80,121.577193,29.889450,2026-03-19 21:28:39
V04,4,3,124,10,347.2,14147.1,311.0,384.0,90.0,NO,YES,13763.1,0.0,30.0,94.2,80,121.582373,29.849193,2026-03-19 21:28:39
V06,6,2,182,20,262.7,14333.1,234.0,298.0,90.0,NO,YES,14035.1,0.0,30.0,93.7,150,121.575639,29.901210,2026-03-19 21:28:39
V05,5,3,54,30,358.1,14591.4,319.0,398.0,90.0,NO,YES,14193.4,0.0,30.0,93.8,110,121.516073,29.894878,2026-03-19 21:28:39
V09,9,2,38,10,263.5,14721.5,215.0,293.0,90.0,NO,YES,14428.5,0.0,30.0,94.0,100,121.536274,29.899401,2026-03-19 21:28:39
V06,6,3,75,30,358.7,15211.2,334.0,384.0,90.0,NO,YES,14827.2,0.0,30.0,93.4,130,121.575639,29.899853,2026-03-19 21:28:39
V09,9,3,150,10,356.3,15211.2,310.0,381.0,90.0,NO,YES,14830.2,0.0,30.0,93.8,90,121.535756,29.899853,2026-03-19 21:28:39
V03,3,2,18,10,271.2,15268.0,231.0,298.0,90.0,NO,YES,14970.0,0.0,30.0,93.3,150,121.518145,29.894426,2026-03-19 21:28:40
V06,6,4,163,10,450.7,15617.5,417.0,482.0,90.0,NO,YES,15135.5,0.0,30.0,93.3,100,121.576157,29.899853,2026-03-19 21:28:40
V04,4,4,141,10,450.0,15673.0,406.0,482.0,90.0,NO,YES,15191.0,0.0,30.0,93.6,70,121.584445,29.851455,2026-03-19 21:28:40
V05,5,4,185,20,460.2,16012.9,425.0,484.0,90.0,NO,YES,15528.9,0.0,30.0,93.3,80,121.516591,29.892164,2026-03-19 21:28:40
V09,9,4,22,10,454.6,16183.6,410.0,470.0,90.0,NO,YES,15713.6,0.0,30.0,93.5,80,121.536274,29.901663,2026-03-19 21:28:40
V06,6,5,194,20,545.2,16241.3,517.0,567.0,90.0,NO,YES,15674.3,0.0,30.0,93.1,90,121.576675,29.898949,2026-03-19 21:28:40
V04,4,5,69,20,545.7,16416.9,508.0,566.0,90.0,NO,YES,15850.9,0.0,30.0,93.4,60,121.583409,29.852359,2026-03-19 21:28:40
V02,2,2,88,30,296.4,16532.0,234.0,316.0,90.0,NO,YES,16216.0,0.0,30.0,92.9,140,121.518145,29.900758,2026-03-19 21:28:40
V06,6,6,145,20,641.5,17064.5,608.0,661.0,90.0,NO,YES,16403.5,0.0,30.0,92.8,70,121.577193,29.897592,2026-03-19 21:28:40
V01,1,2,65,20,291.8,17242.9,250.0,300.0,90.0,NO,YES,16942.9,0.0,30.0,93.0,110,121.583927,29.839694,2026-03-19 21:28:40
V03,3,3,8,40,383.5,17629.2,351.0,386.0,90.0,NO,YES,17243.2,0.0,30.0,92.4,140,121.517109,29.899401,2026-03-19 21:28:40
V02,2,3,186,20,398.1,17848.7,433.0,491.0,90.0,NO,YES,17357.7,0.0,30.0,92.5,110,121.515555,29.899401,2026-03-19 21:28:41
V06,6,7,195,20,737.9,17848.7,692.0,765.0,90.0,NO,YES,17083.7,0.0,30.0,92.6,50,121.575639,29.897139,2026-03-19 21:28:41
V01,1,3,86,10,387.8,18014.2,331.0,405.0,90.0,NO,YES,17609.2,0.0,30.0,92.7,90,121.583927,29.838337,2026-03-19 21:28:41
V06,6,8,52,20,830.7,18321.0,782.0,857.0,90.0,NO,YES,17464.0,0.0,30.0,92.5,30,121.575121,29.897592,2026-03-19 21:28:41
V01,1,4,115,30,479.8,18432.2,426.0,491.0,90.0,NO,YES,17941.2,0.0,30.0,92.6,80,121.584445,29.838337,2026-03-19 21:28:41
V09,9,5,151,10,565.9,18432.2,509.0,571.0,90.0,NO,YES,17861.2,0.0,30.0,92.8,70,121.532648,29.898044,2026-03-19 21:28:41
V02,2,4,127,10,529.3,18660.6,526.0,584.0,90.0,NO,YES,18076.6,0.0,30.0,92.2,90,121.515037,29.898044,2026-03-19 21:28:41
V06,6,9,92,10,925.2,18944.3,870.0,953.0,90.0,NO,YES,17991.3,0.0,30.0,92.3,10,121.574085,29.898044,2026-03-19 21:28:41
V01,1,5,94,20,576.2,19226.6,522.0,581.0,90.0,NO,YES,18645.6,0.0,30.0,92.4,50,121.584963,29.839694,2026-03-19 21:28:41
V01,1,6,51,10,672.2,20025.2,611.0,678.0,90.0,NO,YES,19347.2,0.0,30.0,92.2,30,121.584963,29.841051,2026-03-19 21:28:41
