Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,113,10,51.0,66.5,15.0,62.0,90.0,NO,YES,4.5,0.0,30.0,99.5,140,121.548705,29.863215,2026-03-20 03:29:48
V02,2,1,62,20,77.8,77.8,23.0,66.0,90.0,NO,YES,11.8,0.0,30.0,99.2,200,121.552331,29.880403,2026-03-20 03:29:59
V01,1,2,90,10,175.0,86.8,0.0,1240.0,90.0,YES,NO,0.0,0.0,30.0,99.1,130,121.543525,29.862310,2026-03-20 03:30:05
V04,4,1,45,10,64.1,93.2,19.0,94.0,90.0,YES,NO,0.0,0.0,21.6,99.1,170,121.560100,29.871357,2026-03-20 03:30:09
V01,1,3,2,20,272.4,93.3,0.0,1240.0,90.0,YES,NO,0.0,0.0,30.0,99.0,120,121.544561,29.861858,2026-03-20 03:30:09
V01,1,4,43,20,377.3,106.1,448.0,517.0,90.0,YES,NO,0.0,341.9,30.0,98.8,100,121.545597,29.860049,2026-03-20 03:30:11
V02,2,2,196,10,243.4,127.3,0.0,1218.0,90.0,YES,NO,0.0,0.0,30.0,98.2,180,121.561136,29.887188,2026-03-20 03:30:13
V04,4,2,20,30,202.7,143.0,0.0,1228.0,90.0,YES,NO,0.0,0.0,21.6,98.3,160,121.567352,29.869548,2026-03-20 03:30:15
V03,3,1,93,10,170.1,144.5,51.0,93.0,90.0,NO,YES,51.5,0.0,30.0,97.8,170,121.528505,29.883117,2026-03-20 03:30:15
V10,10,1,23,30,260.8,153.4,140.0,199.0,90.0,YES,NO,0.0,0.0,27.3,97.8,160,121.573567,29.898949,2026-03-20 03:30:16
V04,4,3,41,20,313.7,164.0,0.0,1222.0,90.0,YES,NO,0.0,0.0,21.6,98.0,130,121.570460,29.870452,2026-03-20 03:30:17
V10,10,2,145,20,376.2,177.2,0.0,1181.0,90.0,YES,NO,0.0,0.0,27.3,97.4,130,121.577193,29.897592,2026-03-20 03:30:18
V04,4,4,31,20,418.6,180.2,370.0,440.0,90.0,YES,NO,0.0,189.8,21.6,97.8,110,121.572531,29.869548,2026-03-20 03:30:18
V02,2,3,44,20,397.5,181.1,0.0,1232.0,90.0,YES,NO,0.0,0.0,30.0,97.1,170,121.552331,29.883117,2026-03-20 03:30:19
V10,10,3,194,20,476.7,188.5,517.0,567.0,90.0,YES,NO,0.0,328.5,27.3,97.3,110,121.576675,29.898949,2026-03-20 03:30:19
V04,4,5,25,10,516.1,191.4,462.0,534.0,90.0,YES,NO,0.0,270.6,21.6,97.7,90,121.572013,29.868643,2026-03-20 03:30:20
V02,2,4,146,20,498.0,192.3,0.0,1231.0,90.0,YES,NO,0.0,0.0,30.0,96.9,150,121.553885,29.883570,2026-03-20 03:30:20
V08,8,1,5,20,209.8,193.3,128.0,179.0,90.0,NO,YES,14.3,0.0,30.0,97.2,130,121.526951,29.850098,2026-03-20 03:30:20
V05,5,1,148,20,234.0,194.6,70.0,141.0,90.0,NO,YES,53.6,0.0,30.0,96.7,180,121.579783,29.851455,2026-03-20 03:30:20
V09,9,1,159,20,229.6,198.7,137.0,182.0,90.0,NO,YES,16.7,0.0,30.0,97.0,140,121.534720,29.898044,2026-03-20 03:30:20
V04,4,6,77,10,613.5,201.5,0.0,1221.0,90.0,YES,NO,0.0,0.0,21.6,97.6,80,121.570978,29.868191,2026-03-20 03:30:21
V10,10,4,195,20,621.9,201.5,0.0,1184.0,90.0,YES,NO,0.0,0.0,27.3,97.1,90,121.575639,29.897139,2026-03-20 03:30:21
V04,4,7,172,20,706.9,207.8,0.0,1220.0,90.0,YES,NO,0.0,0.0,21.6,97.5,70,121.571495,29.868191,2026-03-20 03:30:21
V10,10,5,52,20,716.6,208.1,782.0,857.0,90.0,YES,NO,0.0,573.9,27.3,97.0,70,121.575121,29.897592,2026-03-20 03:30:21
V02,2,5,30,20,611.6,211.3,0.0,1229.0,90.0,YES,NO,0.0,0.0,30.0,96.6,130,121.557510,29.883117,2026-03-20 03:30:22
V05,5,2,69,20,348.3,213.5,0.0,1187.0,90.0,YES,NO,0.0,0.0,30.0,96.4,160,121.583409,29.852359,2026-03-20 03:30:22
V10,10,6,92,10,879.5,215.7,0.0,1184.0,90.0,YES,NO,0.0,0.0,27.3,96.9,50,121.574085,29.898044,2026-03-20 03:30:22
V09,9,2,22,10,348.1,220.2,0.0,1186.0,90.0,YES,NO,0.0,0.0,30.0,96.6,120,121.536274,29.901663,2026-03-20 03:30:22
V01,1,5,46,20,691.8,221.3,0.0,1195.0,90.0,YES,NO,0.0,0.0,30.0,96.8,80,121.524879,29.849645,2026-03-20 03:30:23
V05,5,3,141,10,447.7,221.9,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,96.3,140,121.584445,29.851455,2026-03-20 03:30:23
V07,7,1,32,10,282.9,224.3,84.0,147.0,90.0,NO,YES,77.3,0.0,30.0,96.4,130,121.580819,29.842408,2026-03-20 03:30:23
V04,4,8,80,10,814.8,226.0,0.0,1218.0,90.0,YES,NO,0.0,0.0,21.6,97.3,50,121.572531,29.870452,2026-03-20 03:30:23
V06,6,1,177,10,289.4,228.0,86.0,142.0,90.0,NO,YES,86.0,0.0,30.0,96.4,110,121.522289,29.900758,2026-03-20 03:30:23
V03,3,2,54,30,378.1,228.9,0.0,1176.0,90.0,YES,NO,0.0,0.0,30.0,96.1,160,121.516073,29.894878,2026-03-20 03:30:23
V02,2,6,28,20,727.6,229.4,0.0,1222.0,90.0,YES,NO,0.0,0.0,30.0,96.3,110,121.560618,29.885379,2026-03-20 03:30:23
V01,1,6,128,10,792.4,230.4,0.0,1194.0,90.0,YES,NO,0.0,0.0,30.0,96.6,60,121.525397,29.848288,2026-03-20 03:30:23
