Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,107,20,36.1,59.6,1011.0,1077.0,90.0,YES,NO,0.0,951.4,15.0,99.6,50,121.547151,29.865929,2026-03-19 21:43:42
V03,3,1,113,10,51.0,60.5,15.0,62.0,90.0,YES,NO,0.0,0.0,19.4,99.4,120,121.548705,29.863215,2026-03-19 21:43:42
V02,2,1,39,20,47.4,72.6,931.0,971.0,90.0,YES,NO,0.0,858.4,15.0,99.4,70,121.545597,29.865024,2026-03-19 21:43:45
V01,1,2,78,20,1113.0,75.6,0.0,1247.0,90.0,YES,NO,0.0,0.0,15.0,99.4,30,121.546115,29.864572,2026-03-19 21:43:45
V03,3,2,13,10,162.3,82.8,0.0,1240.0,90.0,YES,NO,0.0,0.0,19.4,99.1,110,121.546633,29.860954,2026-03-19 21:43:47
V01,1,3,155,10,1207.7,83.5,0.0,1247.0,90.0,YES,NO,0.0,0.0,15.0,99.4,10,121.546633,29.864120,2026-03-19 21:43:47
V02,2,2,67,20,1033.0,89.3,0.0,1244.0,90.0,YES,NO,0.0,0.0,15.0,99.2,50,121.544561,29.863667,2026-03-19 21:43:48
V04,4,1,109,30,60.4,89.9,0.0,1243.0,90.0,YES,NO,0.0,0.0,15.0,99.0,170,121.559582,29.870905,2026-03-19 21:43:48
V05,5,1,45,10,64.1,92.2,19.0,94.0,90.0,YES,NO,0.0,0.0,15.0,99.1,110,121.560100,29.871357,2026-03-19 21:43:49
V03,3,3,43,20,261.8,93.3,448.0,517.0,90.0,YES,NO,0.0,354.7,19.4,99.0,100,121.545597,29.860049,2026-03-19 21:43:49
V06,6,1,178,10,74.9,101.3,88.0,141.0,90.0,YES,NO,0.0,0.0,15.0,99.0,110,121.561136,29.873619,2026-03-19 21:43:50
V02,2,3,175,10,1132.4,102.1,0.0,1243.0,90.0,YES,NO,0.0,0.0,15.0,99.1,30,121.545597,29.862763,2026-03-19 21:43:51
V04,4,2,179,20,160.9,103.8,0.0,1240.0,90.0,YES,NO,0.0,0.0,15.0,98.8,140,121.561136,29.870452,2026-03-19 21:43:51
V07,7,1,76,30,78.0,105.9,0.0,1238.0,90.0,YES,NO,0.0,0.0,15.0,98.7,200,121.554403,29.879951,2026-03-19 21:43:51
V08,8,1,44,20,97.6,113.0,176.0,243.0,90.0,YES,NO,0.0,63.0,15.0,98.8,130,121.552331,29.883117,2026-03-19 21:43:53
V03,3,4,90,10,559.3,113.6,0.0,1240.0,90.0,YES,NO,0.0,0.0,19.4,98.7,80,121.543525,29.862310,2026-03-19 21:43:53
V02,2,4,2,20,1231.9,114.9,0.0,1240.0,90.0,YES,NO,0.0,0.0,15.0,99.0,20,121.544561,29.861858,2026-03-19 21:43:53
