Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V01,1,0,Depot,121.550259,29.870000,25.0,C113,121.548705,29.863215,25.0,769.2,779.2,1.013,4,8.00,95.63,87.63,15.0,8.9,100.0,98.5,140,140,15.0,62.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,0,Depot,121.550259,29.870000,25.0,C045,121.560100,29.871357,25.0,960.8,1002.2,1.043,5,8.00,123.75,115.75,15.0,8.7,100.0,98.1,170,170,19.0,94.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,0,Depot,121.550259,29.870000,25.0,C062,121.552331,29.880403,25.0,1173.9,1212.4,1.033,5,8.00,130.27,122.27,15.0,9.9,100.0,97.5,200,200,23.0,66.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,0,Depot,121.550259,29.870000,25.0,C023,121.573567,29.898949,25.0,3925.7,3955.7,1.008,4,8.00,145.87,137.87,15.0,28.7,100.0,97.6,160,160,140.0,199.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,1,C113,121.548705,29.863215,35.0,C090,121.543525,29.862310,25.0,509.6,519.5,1.019,4,95.63,158.42,62.79,30.0,8.3,98.5,97.3,130,130,0.0,1240.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,2,C090,121.543525,29.862310,45.0,C002,121.544561,29.861858,25.0,113.6,121.8,1.072,4,159.92,174.96,15.04,30.0,8.1,97.3,97.1,120,120,0.0,1240.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,1,C023,121.573567,29.898949,35.0,C145,121.577193,29.897592,25.0,380.8,390.7,1.026,4,147.46,190.18,42.72,22.8,9.1,97.6,97.0,130,130,0.0,1181.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,3,C002,121.544561,29.861858,55.0,C043,121.545597,29.860049,25.0,226.6,234.6,1.035,4,176.43,201.72,25.29,30.0,9.3,97.1,96.6,100,100,448.0,517.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,1,C045,121.560100,29.871357,35.0,C020,121.567352,29.869548,25.0,727.6,743.0,1.021,5,125.30,207.09,81.79,30.0,9.1,98.1,96.4,160,160,0.0,1228.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,2,C145,121.577193,29.897592,45.0,C194,121.576675,29.898949,25.0,160.2,168.9,1.055,4,191.58,209.90,18.32,22.8,9.2,97.0,96.7,110,110,517.0,567.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
