Drone,RouteIndex,CustomerCount,TotalDemand,VehicleCapacity,StartTime,EndTime,TotalTime,DistanceMeters,OnTimeCount,LateCount,TotalLateness,BatteryStartPct,BatteryEndPct,BatteryUsedPct,Strategy,Completed
V01,1,10,180,200,17.2,565.5,548.3,12365,10,0,0.0,100.0,91.4,8.6,Efficiency,True
V02,2,9,150,200,17.2,576.6,559.4,13802,9,0,0.0,100.0,90.9,9.1,Efficiency,True
V03,3,9,170,200,17.2,538.0,520.8,14005,8,1,15.6,100.0,90.8,9.2,Efficiency,True
V04,4,8,120,200,17.2,790.6,773.4,17533,8,0,0.0,100.0,88.6,11.4,Efficiency,True
V05,5,10,190,200,17.2,505.5,488.3,12896,9,1,11.6,100.0,91.1,8.9,Efficiency,True
V06,6,9,140,200,17.2,581.2,564.0,15189,8,1,0.7,100.0,89.9,10.1,Efficiency,True
V07,7,9,150,200,17.2,591.7,574.5,12966,9,0,0.0,100.0,90.9,9.1,Efficiency,True
V08,8,9,140,200,17.2,487.2,470.0,12611,8,1,29.1,100.0,91.7,8.3,Efficiency,True
V09,9,8,120,200,17.2,593.2,576.0,15563,7,1,9.2,100.0,90.0,10.0,Efficiency,True
V10,10,7,110,200,17.2,540.3,523.1,14210,6,1,20.2,100.0,90.8,9.2,Efficiency,True
