Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V02_2,2,1,10,30,105.4,118.1,119.0,149.0,10.0,YES,NO,0.0,0.9,15.0,98.8,40,121.530576,29.867738,2026-03-25 23:16:57
V01_1,1,1,41,20,102.7,118.4,92.0,122.0,10.0,YES,NO,0.0,0.0,15.0,98.7,50,121.555439,29.883570,2026-03-25 23:16:57
V04_4,4,1,9,20,111.8,121.6,91.0,121.0,10.0,NO,YES,0.6,0.0,30.0,98.7,40,121.530576,29.865477,2026-03-25 23:16:58
V05_5,5,1,22,40,116.7,122.5,92.0,122.0,10.0,NO,YES,0.5,0.0,30.0,98.6,60,121.546115,29.856430,2026-03-25 23:16:58
V03_3,3,1,6,20,111.0,125.6,95.0,125.0,10.0,NO,YES,0.6,0.0,30.0,98.6,70,121.534720,29.883570,2026-03-25 23:16:58
V05_5,5,2,20,10,133.3,129.3,122.0,152.0,10.0,YES,NO,0.0,0.0,30.0,98.5,20,121.547151,29.856430,2026-03-25 23:16:58
V06_6,6,1,50,30,117.8,132.8,116.0,146.0,10.0,YES,NO,0.0,0.0,15.0,98.6,30,121.562690,29.865477,2026-03-25 23:16:59
V07_7,7,1,49,10,126.8,134.5,104.0,134.0,10.0,NO,YES,0.5,0.0,30.0,98.6,20,121.547151,29.855073,2026-03-25 23:16:59
V03_3,3,2,46,10,137.7,138.6,113.0,143.0,10.0,YES,NO,0.0,0.0,30.0,98.4,50,121.534720,29.885831,2026-03-25 23:16:59
V10_10,10,1,3,10,131.2,139.6,109.0,139.0,10.0,NO,YES,0.6,0.0,30.0,98.6,10,121.536792,29.888093,2026-03-25 23:16:59
V05_5,5,3,24,10,156.7,140.4,148.0,178.0,10.0,YES,NO,0.0,7.6,30.0,98.3,10,121.545079,29.856430,2026-03-25 23:17:00
V08_8,8,1,1,20,126.9,144.4,145.0,175.0,10.0,YES,NO,0.0,0.6,15.0,98.6,20,121.538346,29.888093,2026-03-25 23:17:00
V03_3,3,3,4,40,154.3,145.1,141.0,171.0,10.0,YES,NO,0.0,0.0,30.0,98.3,40,121.535756,29.885831,2026-03-25 23:17:00
V09_9,9,1,43,20,126.9,145.5,128.0,158.0,10.0,YES,NO,0.0,0.0,15.0,98.5,20,121.553885,29.888093,2026-03-25 23:17:00
V02_2,2,2,13,10,152.6,147.1,142.0,172.0,10.0,YES,NO,0.0,0.0,15.0,98.5,10,121.527987,29.865477,2026-03-25 23:17:00
V07_7,7,2,48,10,160.2,152.3,151.0,181.0,10.0,YES,NO,0.0,0.0,30.0,98.3,10,121.547151,29.851907,2026-03-25 23:17:01
V04_4,4,2,17,20,168.9,153.9,149.0,179.0,10.0,YES,NO,0.0,0.0,30.0,98.2,20,121.525397,29.870000,2026-03-25 23:17:01
V01_1,1,2,37,10,145.7,154.2,124.0,154.0,10.0,NO,YES,0.2,0.0,18.3,98.3,30,121.559064,29.886736,2026-03-25 23:17:01
V01_1,1,3,35,20,167.7,167.6,139.0,169.0,10.0,YES,NO,0.0,0.0,18.3,98.2,20,121.560100,29.888093,2026-03-25 23:17:02
