Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V10,1,1,42,10,167.7,103.4,33.0,63.0,10.0,NO,YES,40.4,0.0,30.0,98.2,40,121.553885,29.885831,2026-04-19 21:47:42
V07,4,1,39,10,180.3,108.8,37.0,67.0,10.0,NO,YES,41.8,0.0,30.0,98.2,10,121.556475,29.885831,2026-04-19 21:47:42
V03,8,1,2,30,154.0,110.2,50.0,80.0,10.0,NO,YES,30.2,0.0,30.0,98.2,50,121.536792,29.883570,2026-04-19 21:47:42
V10,1,2,44,10,187.7,112.7,64.0,94.0,10.0,NO,YES,18.7,0.0,30.0,98.1,30,121.553885,29.886736,2026-04-19 21:47:42
V09,2,1,12,20,161.9,121.0,64.0,94.0,10.0,NO,YES,27.0,0.0,30.0,98.1,30,121.529540,29.870000,2026-04-19 21:47:42
V10,1,3,43,20,212.7,124.0,128.0,158.0,10.0,YES,NO,0.0,4.0,30.0,98.0,20,121.553885,29.888093,2026-04-19 21:47:42
V01,10,1,9,20,167.7,132.0,91.0,121.0,10.0,NO,YES,11.0,0.0,30.0,97.8,140,121.530576,29.865477,2026-04-19 21:47:42
V09,2,2,14,10,186.9,133.7,35.0,65.0,10.0,NO,YES,68.7,0.0,30.0,98.0,10,121.527987,29.870000,2026-04-19 21:47:42
V03,8,2,1,20,216.2,143.3,145.0,175.0,10.0,YES,NO,0.0,1.7,30.0,97.6,20,121.538346,29.888093,2026-04-19 21:47:42
V08,3,1,45,10,188.7,145.2,37.0,67.0,10.0,NO,YES,78.2,0.0,30.0,97.2,110,121.535756,29.886736,2026-04-19 21:47:42
V04,7,1,47,10,191.6,146.0,45.0,75.0,10.0,NO,YES,71.0,0.0,30.0,97.6,30,121.526433,29.870000,2026-04-19 21:47:42
V06,5,1,3,10,196.8,150.0,109.0,139.0,10.0,NO,YES,11.0,0.0,30.0,98.0,30,121.536792,29.888093,2026-04-19 21:47:43
V01,10,2,13,10,202.7,150.9,142.0,172.0,10.0,YES,NO,0.0,0.0,30.0,97.5,120,121.527987,29.865477,2026-04-19 21:47:43
V05,6,1,37,10,203.0,154.2,124.0,154.0,10.0,NO,YES,0.2,0.0,24.1,97.6,150,121.559064,29.886736,2026-04-19 21:47:43
V08,3,2,4,40,208.7,154.2,141.0,171.0,10.0,YES,NO,0.0,0.0,30.0,97.1,100,121.535756,29.885831,2026-04-19 21:47:43
V04,7,2,17,20,211.6,155.1,149.0,179.0,10.0,YES,NO,0.0,0.0,30.0,97.5,20,121.525397,29.870000,2026-04-19 21:47:43
V06,5,2,5,20,216.8,159.8,41.0,71.0,10.0,NO,YES,88.8,0.0,30.0,97.9,20,121.535756,29.888093,2026-04-19 21:47:43
V08,3,3,46,10,228.7,164.6,113.0,143.0,10.0,NO,YES,21.6,0.0,30.0,97.0,60,121.534720,29.885831,2026-04-19 21:47:43
V05,6,2,35,20,231.1,169.8,139.0,169.0,10.0,NO,YES,0.8,0.0,24.1,97.4,140,121.560100,29.888093,2026-04-19 21:47:43
V02,9,1,33,10,257.4,170.6,51.0,81.0,10.0,NO,YES,89.6,0.0,30.0,97.2,10,121.569424,29.860954,2026-04-19 21:47:43
V01,10,3,16,20,248.1,178.3,72.0,102.0,10.0,NO,YES,76.3,0.0,30.0,97.0,110,121.525397,29.867738,2026-04-19 21:47:43
V08,3,4,8,10,253.7,180.1,91.0,121.0,10.0,NO,YES,59.1,0.0,30.0,96.7,50,121.533166,29.885831,2026-04-19 21:47:43
