Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,113,10,30.6,49.2,15.0,62.0,90.0,YES,NO,0.0,0.0,25.0,99.4,180,121.548705,29.863215,2026-03-18 03:19:24
V04,4,1,45,10,38.5,61.7,19.0,94.0,90.0,YES,NO,0.0,0.0,25.0,99.2,120,121.560100,29.871357,2026-03-18 03:19:37
V02,2,1,62,20,46.7,64.9,23.0,66.0,90.0,YES,NO,0.0,0.0,27.5,99.1,150,121.552331,29.880403,2026-03-18 03:19:40
V07,7,1,178,10,44.9,69.1,88.0,141.0,90.0,YES,NO,0.0,18.9,25.0,99.1,150,121.561136,29.873619,2026-03-18 03:19:44
V03,3,1,93,10,102.1,108.6,51.0,93.0,90.0,NO,YES,15.6,0.0,30.0,98.1,170,121.528505,29.883117,2026-03-18 03:20:46
V05,5,1,170,10,130.2,137.6,65.0,126.0,90.0,NO,YES,11.6,0.0,30.0,97.4,190,121.575121,29.889902,2026-03-18 03:21:15
V06,6,1,148,20,140.4,141.7,70.0,141.0,90.0,NO,YES,0.7,0.0,30.0,97.5,140,121.579783,29.851455,2026-03-18 03:21:19
V09,9,1,161,10,153.7,153.2,76.0,144.0,90.0,NO,YES,9.2,0.0,30.0,97.4,120,121.519181,29.891712,2026-03-18 12:28:55
V03,3,2,117,10,244.9,157.0,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,97.1,160,121.517627,29.890355,2026-03-18 12:28:59
V04,4,2,147,10,223.5,164.1,0.0,1210.0,90.0,YES,NO,0.0,0.0,25.0,97.5,110,121.563726,29.850098,2026-03-18 12:29:08
V10,10,1,32,10,169.7,167.2,84.0,147.0,90.0,NO,YES,20.2,0.0,30.0,97.1,110,121.580819,29.842408,2026-03-18 12:29:11
V08,8,1,177,10,173.7,171.1,86.0,142.0,90.0,NO,YES,29.1,0.0,30.0,96.9,140,121.522289,29.900758,2026-03-18 12:29:15
V09,9,2,58,10,266.5,175.4,306.0,376.0,90.0,YES,NO,0.0,130.6,30.0,97.0,110,121.524879,29.890355,2026-03-18 12:29:20
V05,5,2,182,20,270.3,184.0,234.0,298.0,90.0,YES,NO,0.0,50.0,30.0,96.5,180,121.575639,29.901210,2026-03-18 12:29:28
V03,3,3,8,40,374.9,194.6,351.0,386.0,90.0,YES,NO,0.0,156.4,30.0,96.4,150,121.517109,29.899401,2026-03-18 12:29:39
V01,1,2,197,30,258.5,195.8,229.0,280.0,90.0,YES,NO,0.0,33.2,25.0,96.7,170,121.581337,29.850550,2026-03-18 12:29:40
V09,9,3,184,20,416.9,196.1,401.0,481.0,90.0,YES,NO,0.0,204.9,30.0,96.6,100,121.530058,29.888998,2026-03-18 12:29:40
V08,8,2,150,10,315.8,218.9,310.0,381.0,90.0,YES,NO,0.0,91.1,30.0,96.0,130,121.535756,29.899853,2026-03-18 12:30:03
V02,2,2,88,30,296.4,219.3,234.0,316.0,90.0,YES,NO,0.0,14.7,27.5,96.3,130,121.518145,29.900758,2026-03-18 12:30:03
V08,8,3,22,10,414.1,228.4,410.0,470.0,90.0,YES,NO,0.0,181.6,30.0,95.9,120,121.536274,29.901663,2026-03-18 12:30:13
V03,3,4,132,30,502.9,230.5,515.0,585.0,90.0,YES,NO,0.0,284.5,30.0,95.8,110,121.514002,29.891259,2026-03-18 12:30:15
V01,1,3,189,10,380.5,231.8,0.0,1177.0,90.0,YES,NO,0.0,0.0,25.0,96.1,140,121.581855,29.843313,2026-03-18 12:30:16
V05,5,3,112,20,414.9,234.2,0.0,1194.0,90.0,YES,NO,0.0,0.0,30.0,95.5,160,121.577711,29.888998,2026-03-18 12:30:18
V04,4,3,141,10,393.7,250.3,406.0,482.0,90.0,YES,NO,0.0,155.7,25.0,96.1,100,121.584445,29.851455,2026-03-18 12:30:35
V02,2,3,104,20,424.4,257.8,0.0,1182.0,90.0,YES,NO,0.0,0.0,27.5,95.6,100,121.518145,29.892164,2026-03-18 12:30:42
V09,9,4,166,10,577.3,260.6,0.0,1218.0,90.0,YES,NO,0.0,0.0,30.0,95.5,80,121.527987,29.873166,2026-03-18 12:30:45
V01,1,4,124,10,496.6,261.4,0.0,1184.0,90.0,YES,NO,0.0,0.0,25.0,95.6,130,121.582373,29.849193,2026-03-18 12:30:46
V04,4,4,200,20,506.8,264.0,0.0,1189.0,90.0,YES,NO,0.0,0.0,25.0,95.9,90,121.581855,29.852359,2026-03-18 12:30:48
V04,4,5,69,20,602.8,272.8,0.0,1187.0,90.0,YES,NO,0.0,0.0,25.0,95.8,70,121.583409,29.852359,2026-03-18 12:30:57
V05,5,4,194,20,549.0,275.5,517.0,567.0,90.0,YES,NO,0.0,241.5,30.0,94.7,140,121.576675,29.898949,2026-03-18 12:31:00
V07,7,2,54,30,375.7,277.9,319.0,398.0,90.0,YES,NO,0.0,41.1,25.0,95.4,140,121.516073,29.894878,2026-03-18 12:31:02
V02,2,4,127,10,543.1,288.0,526.0,584.0,90.0,YES,NO,0.0,238.0,27.5,95.1,80,121.515037,29.898044,2026-03-18 12:31:12
V08,8,4,37,10,575.5,294.4,602.0,657.0,90.0,YES,NO,0.0,307.6,30.0,94.6,110,121.530576,29.886284,2026-03-18 12:31:19
V05,5,5,21,20,663.8,300.3,0.0,1189.0,90.0,YES,NO,0.0,0.0,30.0,94.3,120,121.570460,29.897592,2026-03-18 12:31:25
V08,8,5,81,10,697.7,301.8,0.0,1212.0,90.0,YES,NO,0.0,0.0,30.0,94.5,100,121.531612,29.885379,2026-03-18 12:31:26
V01,1,5,51,10,624.0,303.5,611.0,678.0,90.0,YES,NO,0.0,307.5,25.0,94.9,120,121.584963,29.841051,2026-03-18 12:31:28
V03,3,5,140,20,684.9,303.5,704.0,749.0,90.0,YES,NO,0.0,400.5,30.0,94.5,80,121.531612,29.900758,2026-03-18 12:31:28
V02,2,5,98,10,649.6,306.5,629.0,677.0,90.0,YES,NO,0.0,322.5,27.5,94.9,70,121.519181,29.898949,2026-03-18 12:31:31
V09,9,5,137,10,719.8,309.9,0.0,1214.0,90.0,YES,NO,0.0,0.0,30.0,94.6,70,121.532130,29.884474,2026-03-18 12:31:34
V03,3,6,187,10,802.9,314.0,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,94.3,60,121.529540,29.899853,2026-03-18 12:31:38
V08,8,6,135,20,801.1,316.0,0.0,1206.0,90.0,YES,NO,0.0,0.0,30.0,94.3,90,121.528505,29.886736,2026-03-18 12:31:40
V09,9,6,138,20,816.2,317.9,776.0,852.0,90.0,YES,NO,0.0,458.1,30.0,94.5,60,121.532648,29.885831,2026-03-18 12:31:42
V02,2,6,157,10,749.6,318.6,712.0,784.0,90.0,YES,NO,0.0,393.4,27.5,94.7,60,121.521253,29.897592,2026-03-18 12:31:43
V05,5,6,52,20,771.8,318.8,782.0,857.0,90.0,YES,NO,0.0,463.2,30.0,94.0,100,121.575121,29.897592,2026-03-18 12:31:43
V01,1,6,86,10,726.6,319.4,0.0,1166.0,90.0,YES,NO,0.0,0.0,25.0,94.7,110,121.583927,29.838337,2026-03-18 12:31:44
V04,4,6,174,30,735.9,320.9,723.0,756.0,90.0,YES,NO,0.0,402.1,25.0,95.1,50,121.585998,29.842861,2026-03-18 12:31:45
V08,8,7,55,40,896.7,323.5,0.0,1205.0,90.0,YES,NO,0.0,0.0,30.0,94.2,70,121.527469,29.885831,2026-03-18 12:31:48
V05,5,7,92,10,876.5,325.3,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,93.9,80,121.574085,29.898044,2026-03-18 12:31:50
V01,1,7,65,20,822.6,328.4,0.0,1168.0,90.0,YES,NO,0.0,0.0,25.0,94.6,100,121.583927,29.839694,2026-03-18 12:31:53
V06,6,2,128,10,440.9,329.6,0.0,1194.0,90.0,YES,NO,0.0,0.0,30.0,93.9,120,121.525397,29.848288,2026-03-18 12:31:54
V05,5,8,195,20,973.7,334.1,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,93.8,70,121.575639,29.897139,2026-03-18 12:31:58
V04,4,7,136,10,838.6,336.8,797.0,874.0,90.0,YES,NO,0.0,460.2,25.0,94.9,20,121.582891,29.843765,2026-03-18 12:32:01
V01,1,8,171,30,918.6,337.4,0.0,1170.0,90.0,YES,NO,0.0,0.0,25.0,94.5,80,121.583927,29.841051,2026-03-18 12:32:02
V08,8,8,199,10,1003.8,341.2,0.0,1209.0,90.0,YES,NO,0.0,0.0,30.0,94.0,30,121.531612,29.887188,2026-03-18 12:32:05
V05,5,9,145,20,1070.0,342.2,0.0,1181.0,90.0,YES,NO,0.0,0.0,30.0,93.7,50,121.577193,29.897592,2026-03-18 12:32:07
V01,1,9,94,20,1015.9,347.4,0.0,1167.0,90.0,YES,NO,0.0,0.0,25.0,94.3,50,121.584963,29.839694,2026-03-18 12:32:12
V07,7,3,151,10,531.2,349.3,509.0,571.0,90.0,YES,NO,0.0,159.7,25.0,94.2,110,121.532648,29.898044,2026-03-18 12:32:14
V02,2,7,185,20,869.6,350.0,0.0,1180.0,90.0,YES,NO,0.0,0.0,27.5,94.2,50,121.516591,29.892164,2026-03-18 12:32:14
