Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V03,3,1,73,20,70.7,3167.6,0.0,1226.0,90.0,NO,YES,1941.6,0.0,30.0,97.9,200,121.559064,29.855978,2026-03-19 21:24:49
V10,10,1,144,20,77.3,3696.0,0.0,1223.0,90.0,NO,YES,2473.0,0.0,30.0,97.8,170,121.530576,29.873166,2026-03-19 21:24:49
V01,1,1,41,20,78.0,3888.3,0.0,1222.0,90.0,NO,YES,2666.3,0.0,30.0,97.6,200,121.570460,29.870452,2026-03-19 21:24:49
V01,1,2,85,20,174.0,4711.1,0.0,1219.0,90.0,NO,YES,3492.1,0.0,30.0,97.3,180,121.572013,29.870452,2026-03-19 21:24:49
V10,10,2,119,20,177.3,4881.6,0.0,1219.0,90.0,NO,YES,3662.6,0.0,30.0,97.3,150,121.528505,29.871809,2026-03-19 21:24:49
V01,1,3,80,10,266.0,5093.2,286.0,341.0,90.0,NO,YES,4752.2,0.0,30.0,97.2,160,121.572531,29.870452,2026-03-19 21:24:49
V01,1,4,31,20,380.0,5628.1,370.0,440.0,90.0,NO,YES,5188.1,0.0,30.0,97.0,150,121.572531,29.869548,2026-03-19 21:24:50
V10,10,3,166,10,273.6,5628.1,0.0,1218.0,90.0,NO,YES,4410.1,0.0,30.0,97.1,130,121.527987,29.873166,2026-03-19 21:24:50
V01,1,5,25,10,474.5,6251.4,462.0,534.0,90.0,NO,YES,5717.4,0.0,30.0,96.8,130,121.572013,29.868643,2026-03-19 21:24:50
V03,3,2,147,10,192.3,6365.8,0.0,1210.0,90.0,NO,YES,5155.8,0.0,30.0,96.6,180,121.563726,29.850098,2026-03-19 21:24:50
V10,10,4,35,20,370.8,6529.6,380.0,440.0,90.0,NO,YES,6089.6,0.0,30.0,96.8,120,121.526951,29.874523,2026-03-19 21:24:50
V08,8,1,118,20,110.9,6640.4,115.0,180.0,90.0,NO,YES,6460.4,0.0,30.0,96.4,180,121.524879,29.858240,2026-03-19 21:24:50
V01,1,6,172,20,567.3,6692.6,0.0,1220.0,90.0,NO,YES,5472.6,0.0,30.0,96.7,120,121.571495,29.868191,2026-03-19 21:24:50
V01,1,7,77,10,659.3,7061.6,0.0,1221.0,90.0,NO,YES,5840.6,0.0,30.0,96.6,100,121.570978,29.868191,2026-03-19 21:24:50
V03,3,3,160,40,288.3,7113.5,287.0,363.0,90.0,NO,YES,6750.5,0.0,30.0,96.3,170,121.565280,29.850098,2026-03-19 21:24:50
V10,10,5,126,10,477.2,7369.6,0.0,1219.0,90.0,NO,YES,6150.6,0.0,30.0,96.5,100,121.528505,29.873619,2026-03-19 21:24:50
V08,8,2,83,10,213.2,7533.3,0.0,1202.0,90.0,NO,YES,6331.3,0.0,30.0,96.1,160,121.522807,29.857787,2026-03-19 21:24:50
V03,3,4,47,30,382.3,7644.0,392.0,442.0,90.0,NO,YES,7202.0,0.0,30.0,96.2,130,121.565280,29.851002,2026-03-19 21:24:50
V09,9,1,5,20,125.9,7969.1,128.0,179.0,90.0,NO,YES,7790.1,0.0,30.0,95.8,180,121.526951,29.850098,2026-03-19 21:24:51
V10,10,6,71,20,571.7,7969.1,0.0,1220.0,90.0,NO,YES,6749.1,0.0,30.0,96.3,90,121.529540,29.874071,2026-03-19 21:24:51
V01,1,8,110,30,757.8,8023.0,748.0,800.0,90.0,NO,YES,7223.0,0.0,30.0,96.3,90,121.569424,29.866834,2026-03-19 21:24:51
V03,3,5,66,20,486.0,8191.1,0.0,1212.0,90.0,NO,YES,6979.1,0.0,30.0,96.0,100,121.564244,29.851002,2026-03-19 21:24:51
V08,8,3,143,20,311.5,8444.9,314.0,358.0,90.0,NO,YES,8086.9,0.0,30.0,95.7,150,121.522289,29.855978,2026-03-19 21:24:51
V06,6,1,134,20,131.7,8496.1,128.0,185.0,90.0,NO,YES,8311.1,0.0,30.0,95.5,190,121.575639,29.889902,2026-03-19 21:24:51
V10,10,7,9,20,665.7,8496.1,655.0,721.0,90.0,NO,YES,7775.1,0.0,30.0,96.2,70,121.530576,29.874071,2026-03-19 21:24:51
V03,3,6,164,30,578.0,8548.9,0.0,1212.0,90.0,NO,YES,7336.9,0.0,30.0,95.9,80,121.564244,29.851455,2026-03-19 21:24:51
V08,8,4,176,20,406.0,8830.2,387.0,466.0,90.0,NO,YES,8364.2,0.0,30.0,95.6,130,121.522289,29.855526,2026-03-19 21:24:51
V09,9,2,193,20,226.0,8887.2,0.0,1196.0,90.0,NO,YES,7691.2,0.0,30.0,95.5,160,121.524879,29.850098,2026-03-19 21:24:51
V10,10,8,1,20,758.5,8941.2,750.0,809.0,90.0,NO,YES,8132.2,0.0,30.0,96.1,50,121.531094,29.873619,2026-03-19 21:24:51
V03,3,7,91,20,672.5,9153.1,0.0,1213.0,90.0,NO,YES,7940.1,0.0,30.0,95.7,50,121.564762,29.852359,2026-03-19 21:24:51
V06,6,2,50,20,227.4,9203.4,221.0,277.0,90.0,NO,YES,8926.4,0.0,30.0,95.3,170,121.576675,29.888998,2026-03-19 21:24:51
V01,1,9,162,30,859.4,9255.1,840.0,900.0,90.0,NO,YES,8355.1,0.0,30.0,95.9,60,121.566834,29.865477,2026-03-19 21:24:51
V09,9,3,46,20,318.0,9255.1,0.0,1195.0,90.0,NO,YES,8060.1,0.0,30.0,95.4,140,121.524879,29.849645,2026-03-19 21:24:51
V07,7,1,103,30,141.6,9360.5,128.0,195.0,90.0,NO,YES,9165.5,0.0,30.0,95.2,190,121.579783,29.851002,2026-03-19 21:24:51
V08,8,5,33,30,500.0,9360.5,582.0,638.0,90.0,NO,YES,8722.5,0.0,30.0,95.5,110,121.523325,29.855526,2026-03-19 21:24:51
V10,10,9,99,10,851.3,9360.5,841.0,902.0,90.0,NO,YES,8458.5,0.0,30.0,96.0,30,121.531612,29.874071,2026-03-19 21:24:51
V06,6,3,156,20,320.2,9623.2,307.0,374.0,90.0,NO,YES,9249.2,0.0,30.0,95.2,150,121.577193,29.889450,2026-03-19 21:24:51
V08,8,6,121,20,674.8,9773.6,665.0,738.0,90.0,NO,YES,9035.6,0.0,30.0,95.4,80,121.523843,29.855073,2026-03-19 21:24:51
V09,9,4,128,10,414.3,9976.9,0.0,1194.0,90.0,NO,YES,8782.9,0.0,30.0,95.1,120,121.525397,29.848288,2026-03-19 21:24:51
V06,6,4,112,20,413.0,10026.7,0.0,1194.0,90.0,NO,YES,8832.7,0.0,30.0,95.0,130,121.577711,29.888998,2026-03-19 21:24:51
V07,7,2,197,30,237.9,10078.3,229.0,280.0,90.0,NO,YES,9798.3,0.0,30.0,94.9,160,121.581337,29.850550,2026-03-19 21:24:51
V10,10,10,53,10,947.3,10078.3,0.0,1224.0,90.0,NO,YES,8854.3,0.0,30.0,95.8,20,121.531612,29.875428,2026-03-19 21:24:51
V03,3,8,12,10,772.5,10182.4,0.0,1218.0,90.0,NO,YES,8964.4,0.0,30.0,95.4,30,121.563208,29.854169,2026-03-19 21:24:51
V08,8,7,165,10,768.8,10286.0,764.0,823.0,90.0,NO,YES,9463.0,0.0,30.0,95.2,60,121.523843,29.855978,2026-03-19 21:24:51
V09,9,5,106,10,510.0,10648.4,0.0,1196.0,90.0,NO,YES,9452.4,0.0,30.0,94.9,110,121.526433,29.849193,2026-03-19 21:24:52
V02,2,1,23,30,156.5,10705.1,140.0,199.0,90.0,NO,YES,10506.1,0.0,30.0,94.5,200,121.573567,29.898949,2026-03-19 21:24:52
V03,3,9,116,20,866.9,10758.9,0.0,1220.0,90.0,NO,YES,9538.9,0.0,30.0,95.3,20,121.562172,29.854621,2026-03-19 21:24:52
V06,6,5,168,10,509.0,10758.9,507.0,543.0,90.0,NO,YES,10215.9,0.0,30.0,94.8,110,121.579265,29.888998,2026-03-19 21:24:52
V01,1,10,20,30,967.6,11020.1,0.0,1228.0,90.0,NO,YES,9792.1,0.0,30.0,95.3,30,121.567352,29.869548,2026-03-19 21:24:52
V08,8,8,108,20,865.2,11020.1,950.0,1003.0,90.0,NO,YES,10017.1,0.0,30.0,95.0,50,121.525397,29.855526,2026-03-19 21:24:52
V06,6,6,79,20,601.0,11124.6,595.0,636.0,90.0,NO,YES,10488.6,0.0,30.0,94.7,100,121.579783,29.888998,2026-03-19 21:24:52
V09,9,6,10,20,604.0,11194.6,0.0,1198.0,90.0,NO,YES,9996.6,0.0,30.0,94.8,100,121.526433,29.850098,2026-03-19 21:24:52
V10,10,11,101,10,1049.5,11355.7,0.0,1226.0,90.0,NO,YES,10129.7,0.0,30.0,95.4,10,121.532130,29.872714,2026-03-19 21:24:52
V05,5,1,82,10,159.8,11407.1,0.0,1182.0,90.0,NO,YES,10225.1,0.0,30.0,94.4,190,121.515037,29.851002,2026-03-19 21:24:52
V05,5,2,180,30,254.3,12004.1,241.0,292.0,90.0,NO,YES,11712.1,0.0,30.0,94.2,180,121.514002,29.850550,2026-03-19 21:24:52
V02,2,2,182,20,259.3,12054.8,234.0,298.0,90.0,NO,YES,11756.8,0.0,30.0,94.0,170,121.575639,29.901210,2026-03-19 21:24:52
V06,6,7,29,10,699.0,12054.8,0.0,1193.0,90.0,NO,YES,10861.8,0.0,30.0,94.4,80,121.579783,29.887188,2026-03-19 21:24:52
V09,9,7,167,20,706.6,12526.1,0.0,1201.0,90.0,NO,YES,11325.1,0.0,30.0,94.3,80,121.529540,29.849193,2026-03-19 21:24:52
V06,6,8,87,20,793.0,12629.5,778.0,825.0,90.0,NO,YES,11804.5,0.0,30.0,94.3,70,121.578747,29.887188,2026-03-19 21:24:52
V04,4,1,3,30,179.9,12788.0,147.0,219.0,90.0,NO,YES,12569.0,0.0,30.0,93.7,190,121.519181,29.900306,2026-03-19 21:24:52
V05,5,3,84,10,350.6,12788.0,0.0,1179.0,90.0,NO,YES,11609.0,0.0,30.0,93.9,150,121.514520,29.849193,2026-03-19 21:24:53
