Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V08,8,1,2,30,61.6,91.9,50.0,80.0,10.0,NO,YES,11.9,0.0,30.0,98.6,50,121.536792,29.883570,2026-03-25 22:28:17
V01,1,1,42,10,67.1,97.4,33.0,63.0,10.0,NO,YES,34.4,0.0,30.0,98.3,100,121.553885,29.885831,2026-03-25 22:28:17
V02,2,1,14,10,70.7,101.3,35.0,65.0,10.0,NO,YES,36.3,0.0,30.0,98.3,60,121.527987,29.870000,2026-03-25 22:28:17
V04,4,1,39,10,72.1,102.7,37.0,67.0,10.0,NO,YES,35.7,0.0,30.0,98.3,60,121.556475,29.885831,2026-03-25 22:28:17
V03,3,1,45,10,75.5,106.8,37.0,67.0,10.0,NO,YES,39.8,0.0,30.0,98.2,60,121.535756,29.886736,2026-03-25 22:28:17
V07,7,1,47,10,76.7,107.5,45.0,75.0,10.0,NO,YES,32.5,0.0,30.0,98.2,60,121.526433,29.870000,2026-03-25 22:28:17
V05,5,1,5,20,80.6,113.1,41.0,71.0,10.0,NO,YES,42.1,0.0,30.0,98.0,80,121.535756,29.888093,2026-03-25 22:28:17
V08,8,2,7,20,85.6,113.8,79.0,109.0,10.0,NO,YES,4.8,0.0,30.0,98.3,20,121.533166,29.883570,2026-03-25 22:28:17
V10,10,1,15,20,78.6,113.8,58.0,88.0,10.0,NO,YES,25.8,0.0,30.0,98.3,30,121.526433,29.867738,2026-03-25 22:28:17
V01,1,2,38,30,91.1,120.7,75.0,105.0,10.0,NO,YES,15.7,0.0,30.0,97.9,90,121.557510,29.885831,2026-03-25 22:28:17
V04,4,2,44,10,92.9,121.8,64.0,94.0,10.0,NO,YES,27.8,0.0,30.0,98.0,50,121.553885,29.886736,2026-03-25 22:28:17
V06,6,1,36,40,86.0,122.6,43.0,73.0,10.0,NO,YES,49.6,0.0,30.0,98.0,40,121.559064,29.888093,2026-03-25 22:28:17
V02,2,2,16,20,94.9,124.8,72.0,102.0,10.0,NO,YES,22.8,0.0,30.0,97.9,50,121.525397,29.867738,2026-03-25 22:28:17
V03,3,2,8,10,96.2,127.5,91.0,121.0,10.0,NO,YES,6.5,0.0,30.0,97.9,50,121.533166,29.885831,2026-03-25 22:28:17
V03,3,3,46,10,112.2,139.3,113.0,143.0,10.0,YES,NO,0.0,0.0,30.0,97.8,40,121.534720,29.885831,2026-03-25 22:28:17
V01,1,3,40,30,111.8,141.0,85.0,115.0,10.0,NO,YES,26.0,0.0,30.0,97.6,60,121.556475,29.888093,2026-03-25 22:28:18
V04,4,3,41,20,118.1,147.3,92.0,122.0,10.0,NO,YES,25.3,0.0,30.0,97.6,40,121.555439,29.883570,2026-03-25 22:28:18
V02,2,3,13,10,119.0,148.0,142.0,172.0,10.0,YES,NO,0.0,0.0,30.0,97.6,30,121.527987,29.865477,2026-03-25 22:28:18
V05,5,2,6,20,111.0,148.0,95.0,125.0,10.0,NO,YES,23.0,0.0,30.0,97.5,60,121.534720,29.883570,2026-03-25 22:28:18
V07,7,2,9,20,112.3,148.7,91.0,121.0,10.0,NO,YES,27.7,0.0,30.0,97.5,50,121.530576,29.865477,2026-03-25 22:28:18
V09,9,1,33,10,103.0,149.4,51.0,81.0,10.0,NO,YES,68.4,0.0,30.0,97.5,40,121.569424,29.860954,2026-03-25 22:28:18
V01,1,4,37,10,133.5,160.0,124.0,154.0,10.0,NO,YES,6.0,0.0,30.0,97.3,30,121.559064,29.886736,2026-03-25 22:28:18
V03,3,4,3,10,135.8,160.0,109.0,139.0,10.0,NO,YES,21.0,0.0,30.0,97.5,30,121.536792,29.888093,2026-03-25 22:28:18
V05,5,3,4,40,131.8,165.6,141.0,171.0,10.0,YES,NO,0.0,0.0,30.0,97.2,40,121.535756,29.885831,2026-03-25 22:28:18
V07,7,3,10,30,132.3,165.6,119.0,149.0,10.0,NO,YES,16.6,0.0,30.0,97.3,30,121.530576,29.867738,2026-03-25 22:28:18
V03,3,5,1,20,151.8,172.9,145.0,175.0,10.0,YES,NO,0.0,0.0,30.0,97.3,20,121.538346,29.888093,2026-03-25 22:28:18
V01,1,5,35,20,150.7,174.4,139.0,169.0,10.0,NO,YES,5.4,0.0,30.0,97.1,20,121.560100,29.888093,2026-03-25 22:28:18
V04,4,4,43,20,149.0,180.8,128.0,158.0,10.0,NO,YES,22.8,0.0,30.0,97.1,20,121.553885,29.888093,2026-03-25 22:28:18
V02,2,4,17,20,174.4,184.5,149.0,179.0,10.0,NO,YES,5.5,0.0,30.0,97.0,20,121.525397,29.870000,2026-03-25 22:28:18
V09,9,2,26,30,135.3,186.0,115.0,145.0,10.0,NO,YES,41.0,0.0,30.0,97.0,30,121.574603,29.863215,2026-03-25 22:28:18
V10,10,2,24,10,176.2,246.6,148.0,178.0,10.0,NO,YES,68.6,0.0,30.0,96.2,10,121.545079,29.856430,2026-03-25 22:28:20
