Drone,RouteIndex,CustomerCount,TotalDemand,VehicleCapacity,StartTime,EndTime,TotalTime,DistanceMeters,OnTimeCount,LateCount,TotalLateness,BatteryStartPct,BatteryEndPct,BatteryUsedPct,Strategy,Completed
V01_1,1,1,10,200,0.0,191.0,191.0,3453,0,1,28.8,100.0,97.0,3.0,Greedy Insertion (100% Coverage) / Balanced,True
V02_2,2,1,10,200,0.0,195.8,195.8,3578,0,1,28.3,100.0,96.9,3.1,Greedy Insertion (100% Coverage) / Balanced,True
V03_3,3,1,10,200,0.0,200.6,200.6,3690,0,1,28.7,100.0,96.8,3.2,Greedy Insertion (100% Coverage) / Balanced,True
V04_4,4,2,50,200,0.0,205.8,205.8,3854,1,1,30.7,100.0,96.6,3.4,Greedy Insertion (100% Coverage) / Balanced,True
V05_5,5,1,20,200,0.0,216.0,216.0,4080,0,1,33.8,100.0,96.5,3.5,Greedy Insertion (100% Coverage) / Balanced,True
V06_6,6,2,60,200,0.0,243.2,243.2,4576,1,1,42.7,100.0,96.0,4.0,Greedy Insertion (100% Coverage) / Balanced,True
V07_7,7,2,30,200,0.0,226.7,226.7,4081,1,1,32.2,100.0,96.4,3.6,Greedy Insertion (100% Coverage) / Balanced,True
V08_8,8,1,30,200,0.0,187.1,187.1,3131,0,1,16.3,100.0,97.1,2.9,Greedy Insertion (100% Coverage) / Balanced,True
V09_9,9,1,10,200,0.0,269.3,269.3,5218,0,1,56.6,100.0,95.7,4.3,Greedy Insertion (100% Coverage) / Balanced,True
V10_10,10,1,20,200,0.0,224.0,224.0,3967,0,1,29.8,100.0,96.5,3.5,Greedy Insertion (100% Coverage) / Balanced,True
