Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,42,10,111.8,69.3,33.0,63.0,10.0,NO,YES,6.3,0.0,30.0,98.9,10,121.553885,29.885831,2026-03-25 23:13:50
V02,2,1,14,10,117.8,72.5,35.0,65.0,10.0,NO,YES,7.5,0.0,30.0,98.8,10,121.527987,29.870000,2026-03-25 23:13:51
V03,3,1,39,10,120.2,73.7,37.0,67.0,10.0,NO,YES,6.7,0.0,30.0,98.8,10,121.556475,29.885831,2026-03-25 23:13:51
V04,4,1,45,10,125.8,77.5,37.0,67.0,10.0,NO,YES,10.5,0.0,30.0,98.6,50,121.535756,29.886736,2026-03-25 23:13:51
V07,7,1,47,10,127.8,80.2,45.0,75.0,10.0,NO,YES,5.2,0.0,30.0,98.7,30,121.526433,29.870000,2026-03-25 23:13:51
V08,8,1,2,30,102.7,80.8,50.0,80.0,10.0,NO,YES,0.8,0.0,30.0,98.9,30,121.536792,29.883570,2026-03-25 23:13:51
V05,5,1,5,20,134.4,81.8,41.0,71.0,10.0,NO,YES,10.8,0.0,30.0,98.6,20,121.535756,29.888093,2026-03-25 23:13:52
V04,4,2,4,40,142.5,83.9,141.0,171.0,10.0,YES,NO,0.0,57.1,30.0,98.6,40,121.535756,29.885831,2026-03-25 23:13:52
V07,7,2,17,20,144.4,86.6,149.0,179.0,10.0,YES,NO,0.0,62.4,30.0,98.6,20,121.525397,29.870000,2026-03-25 23:13:52
V10,10,1,15,20,131.0,88.1,58.0,88.0,10.0,NO,YES,0.1,0.0,24.8,98.7,20,121.526433,29.867738,2026-03-25 23:13:52
V06,6,1,36,40,143.4,88.8,43.0,73.0,10.0,NO,YES,15.8,0.0,30.0,98.4,60,121.559064,29.888093,2026-03-25 23:13:52
V06,6,2,35,20,160.0,95.5,139.0,169.0,10.0,YES,NO,0.0,43.5,30.0,98.3,20,121.560100,29.888093,2026-03-25 23:13:53
V09,9,1,33,10,171.6,106.8,51.0,81.0,10.0,NO,YES,25.8,0.0,30.0,98.3,10,121.569424,29.860954,2026-03-25 23:13:54
