Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V01,1,0,Depot,121.546115,29.872262,25.0,C042,121.553885,29.885831,25.0,1684.6,1732.9,1.029,6,0.00,69.32,69.32,15.0,25.0,100.0,98.9,10,10,33.0,63.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,2,0,Depot,121.546115,29.872262,25.0,C014,121.527987,29.870000,25.0,1766.0,1799.1,1.019,5,0.00,72.50,72.50,15.0,24.8,100.0,98.8,10,10,35.0,65.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,0,Depot,121.546115,29.872262,25.0,C039,121.556475,29.885831,25.0,1809.5,1834.3,1.014,6,0.00,73.73,73.73,15.0,24.9,100.0,98.8,10,10,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,0,Depot,121.546115,29.872262,25.0,C045,121.535756,29.886736,25.0,1894.2,1920.3,1.014,5,0.00,77.49,77.49,15.0,24.8,100.0,98.6,50,50,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,7,0,Depot,121.546115,29.872262,25.0,C047,121.526433,29.870000,25.0,1914.4,1947.1,1.017,5,0.00,80.16,80.16,15.0,24.3,100.0,98.7,30,30,45.0,75.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,0,Depot,121.546115,29.872262,25.0,C002,121.536792,29.883570,25.0,1545.7,1559.8,1.009,7,0.00,80.76,80.76,15.0,19.3,100.0,98.9,30,30,50.0,80.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,0,Depot,121.546115,29.872262,25.0,C005,121.535756,29.888093,25.0,2024.0,2046.0,1.011,5,0.00,81.84,81.84,15.0,25.0,100.0,98.6,20,20,41.0,71.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,1,C045,121.535756,29.886736,35.0,C004,121.535756,29.885831,25.0,101.1,110.6,1.094,4,79.38,83.86,4.48,30.0,24.7,98.6,98.6,40,40,141.0,171.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,7,1,C047,121.526433,29.870000,35.0,C017,121.525397,29.870000,25.0,100.4,109.9,1.095,4,82.05,86.60,4.55,30.0,24.2,98.7,98.6,20,20,149.0,179.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,0,Depot,121.546115,29.872262,25.0,C015,121.526433,29.867738,25.0,1963.4,1993.4,1.015,4,0.00,88.14,88.14,15.0,22.6,100.0,98.7,20,20,58.0,88.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,6,0,Depot,121.546115,29.872262,25.0,C036,121.559064,29.888093,25.0,2158.1,2206.5,1.022,6,0.00,88.78,88.78,15.0,24.9,100.0,98.4,60,60,43.0,73.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,6,1,C036,121.559064,29.888093,35.0,C035,121.560100,29.888093,25.0,100.4,109.9,1.095,4,90.77,95.50,4.73,30.0,23.2,98.4,98.3,20,20,139.0,169.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,9,0,Depot,121.546115,29.872262,25.0,C033,121.569424,29.860954,25.0,2575.4,2618.8,1.017,5,0.00,106.77,106.77,15.0,24.5,100.0,98.3,10,10,51.0,81.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,1,C042,121.553885,29.885831,35.0,Depot,121.546115,29.872262,25.0,1684.6,1728.0,1.026,5,71.31,144.66,73.35,30.0,23.6,98.9,97.7,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
