Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,42,10,67.1,64.6,33.0,63.0,10.0,NO,YES,1.6,0.0,30.0,98.9,100,121.553885,29.885831,2026-03-25 22:32:57
V02,2,1,14,10,70.7,66.3,35.0,65.0,10.0,NO,YES,1.3,0.0,30.0,98.9,60,121.527987,29.870000,2026-03-25 22:32:59
V04,4,1,39,10,72.1,68.0,37.0,67.0,10.0,NO,YES,1.0,0.0,30.0,98.9,60,121.556475,29.885831,2026-03-25 22:33:00
V08,8,1,2,30,61.6,69.2,50.0,80.0,10.0,YES,NO,0.0,0.0,25.0,99.0,50,121.536792,29.883570,2026-03-25 22:33:02
V03,3,1,45,10,75.5,70.4,37.0,67.0,10.0,NO,YES,3.4,0.0,30.0,98.9,60,121.535756,29.886736,2026-03-25 22:33:03
V07,7,1,47,10,76.7,71.4,45.0,75.0,10.0,YES,NO,0.0,0.0,30.0,98.8,60,121.526433,29.870000,2026-03-25 22:33:04
V05,5,1,5,20,80.6,74.8,41.0,71.0,10.0,NO,YES,3.8,0.0,30.0,98.7,80,121.535756,29.888093,2026-03-25 22:33:07
V01,1,2,38,30,91.1,78.7,75.0,105.0,10.0,YES,NO,0.0,0.0,30.0,98.7,90,121.557510,29.885831,2026-03-25 22:33:11
V04,4,2,44,10,92.9,79.4,64.0,94.0,10.0,YES,NO,0.0,0.0,30.0,98.7,50,121.553885,29.886736,2026-03-25 22:33:12
V06,6,1,36,40,86.0,80.2,43.0,73.0,10.0,NO,YES,7.2,0.0,30.0,98.7,40,121.559064,29.888093,2026-03-25 22:33:13
V02,2,2,16,20,94.9,80.6,72.0,102.0,10.0,YES,NO,0.0,0.0,30.0,98.7,50,121.525397,29.867738,2026-03-25 22:33:13
V03,3,2,8,10,96.2,81.9,91.0,121.0,10.0,YES,NO,0.0,9.1,30.0,98.7,50,121.533166,29.885831,2026-03-25 22:33:14
V08,8,2,7,20,85.6,85.7,79.0,109.0,10.0,YES,NO,0.0,0.0,25.0,98.8,20,121.533166,29.883570,2026-03-25 22:33:18
V10,10,1,15,20,78.6,86.5,58.0,88.0,10.0,YES,NO,0.0,0.0,25.0,98.8,30,121.526433,29.867738,2026-03-25 22:33:19
V03,3,3,46,10,112.2,89.2,113.0,143.0,10.0,YES,NO,0.0,23.8,30.0,98.6,40,121.534720,29.885831,2026-03-25 22:33:22
V01,1,3,40,30,111.8,90.1,85.0,115.0,10.0,YES,NO,0.0,0.0,30.0,98.5,60,121.556475,29.888093,2026-03-25 22:33:23
V05,5,2,6,20,111.0,94.4,95.0,125.0,10.0,YES,NO,0.0,0.6,30.0,98.4,60,121.534720,29.883570,2026-03-25 22:33:27
V02,2,3,13,10,119.0,94.8,142.0,172.0,10.0,YES,NO,0.0,47.2,30.0,98.5,30,121.527987,29.865477,2026-03-25 22:33:27
V09,9,1,33,10,103.0,94.9,51.0,81.0,10.0,NO,YES,13.9,0.0,30.0,98.5,40,121.569424,29.860954,2026-03-25 22:33:27
V04,4,3,41,20,118.1,94.9,92.0,122.0,10.0,YES,NO,0.0,0.0,30.0,98.5,40,121.555439,29.883570,2026-03-25 22:33:27
V07,7,2,9,20,112.3,95.3,91.0,121.0,10.0,YES,NO,0.0,0.0,30.0,98.5,50,121.530576,29.865477,2026-03-25 22:33:28
V01,1,4,37,10,133.5,102.3,124.0,154.0,10.0,YES,NO,0.0,21.7,30.0,98.3,30,121.559064,29.886736,2026-03-25 22:33:35
V03,3,4,3,10,135.8,102.4,109.0,139.0,10.0,YES,NO,0.0,6.6,30.0,98.4,30,121.536792,29.888093,2026-03-25 22:33:35
V05,5,3,4,40,131.8,105.8,141.0,171.0,10.0,YES,NO,0.0,35.2,30.0,98.3,40,121.535756,29.885831,2026-03-25 22:33:38
V07,7,3,10,30,132.3,106.1,119.0,149.0,10.0,YES,NO,0.0,12.9,30.0,98.3,30,121.530576,29.867738,2026-03-25 22:33:39
V03,3,5,1,20,151.8,109.8,145.0,175.0,10.0,YES,NO,0.0,35.2,30.0,98.3,20,121.538346,29.888093,2026-03-25 22:33:42
V01,1,5,35,20,150.7,110.7,139.0,169.0,10.0,YES,NO,0.0,28.3,30.0,98.2,20,121.560100,29.888093,2026-03-25 22:33:43
V04,4,4,43,20,149.0,114.9,128.0,158.0,10.0,YES,NO,0.0,13.1,30.0,98.2,20,121.553885,29.888093,2026-03-25 22:33:47
V02,2,4,17,20,174.4,116.0,149.0,179.0,10.0,YES,NO,0.0,33.0,30.0,98.2,20,121.525397,29.870000,2026-03-25 22:33:48
V09,9,2,26,30,135.3,116.1,115.0,145.0,10.0,YES,NO,0.0,0.0,30.0,98.1,30,121.574603,29.863215,2026-03-25 22:33:48
V10,10,2,24,10,176.2,177.3,148.0,178.0,10.0,YES,NO,0.0,0.0,25.0,97.6,10,121.545079,29.856430,2026-03-25 22:34:50
