Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,42,10,111.8,80.7,33.0,63.0,10.0,NO,YES,17.7,0.0,30.0,98.8,30,121.553885,29.885831,2026-03-25 22:16:32
V08,8,1,2,30,102.7,82.1,50.0,80.0,10.0,NO,YES,2.1,0.0,30.0,98.9,40,121.536792,29.883570,2026-03-25 22:16:32
V02,2,1,14,10,117.8,84.0,35.0,65.0,10.0,NO,YES,19.0,0.0,30.0,98.7,30,121.527987,29.870000,2026-03-25 22:16:32
V04,4,1,39,10,120.2,85.7,37.0,67.0,10.0,NO,YES,18.7,0.0,30.0,98.7,30,121.556475,29.885831,2026-03-25 22:16:33
V03,3,1,45,10,125.8,89.2,37.0,67.0,10.0,NO,YES,22.2,0.0,30.0,98.6,50,121.535756,29.886736,2026-03-25 22:16:33
V07,7,1,47,10,127.8,90.0,45.0,75.0,10.0,NO,YES,15.0,0.0,30.0,98.7,10,121.526433,29.870000,2026-03-25 22:16:33
V01,1,2,43,20,138.5,95.1,128.0,158.0,10.0,YES,NO,0.0,32.9,30.0,98.6,20,121.553885,29.888093,2026-03-25 22:16:33
V05,5,1,5,20,134.4,95.8,41.0,71.0,10.0,NO,YES,24.8,0.0,30.0,98.5,40,121.535756,29.888093,2026-03-25 22:16:33
V03,3,2,4,40,142.5,97.0,141.0,171.0,10.0,YES,NO,0.0,44.0,30.0,98.5,40,121.535756,29.885831,2026-03-25 22:16:33
V10,10,1,15,20,131.0,97.3,58.0,88.0,10.0,NO,YES,9.3,0.0,30.0,98.6,30,121.526433,29.867738,2026-03-25 22:16:33
V02,2,2,17,20,144.5,98.6,149.0,179.0,10.0,YES,NO,0.0,50.4,30.0,98.5,20,121.525397,29.870000,2026-03-25 22:16:33
V08,8,2,46,10,134.0,100.1,113.0,143.0,10.0,YES,NO,0.0,12.9,30.0,98.7,10,121.534720,29.885831,2026-03-25 22:16:33
V06,6,1,36,40,143.4,103.2,43.0,73.0,10.0,NO,YES,30.2,0.0,30.0,98.4,40,121.559064,29.888093,2026-03-25 22:16:33
V04,4,2,35,20,158.9,110.2,139.0,169.0,10.0,YES,NO,0.0,28.8,30.0,98.3,20,121.560100,29.888093,2026-03-25 22:16:34
V05,5,2,1,20,161.0,110.9,145.0,175.0,10.0,YES,NO,0.0,34.1,30.0,98.3,20,121.538346,29.888093,2026-03-25 22:16:34
V10,10,2,13,10,160.4,114.5,142.0,172.0,10.0,YES,NO,0.0,27.5,30.0,98.3,10,121.527987,29.865477,2026-03-25 22:16:34
V09,9,1,33,10,171.6,124.6,51.0,81.0,10.0,NO,YES,43.6,0.0,30.0,98.1,10,121.569424,29.860954,2026-03-25 22:16:34
