Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V10,1,0,Depot,121.546115,29.872262,25.0,C042,121.553885,29.885831,25.0,1684.6,1750.9,1.039,8,0.00,103.36,103.36,10.0,16.9,100.0,98.2,40,40,33.0,63.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,0,Depot,121.546115,29.872262,25.0,C039,121.556475,29.885831,25.0,1809.5,1848.9,1.022,6,0.00,108.78,108.78,10.0,17.0,100.0,98.2,10,10,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,0,Depot,121.546115,29.872262,25.0,C002,121.536792,29.883570,25.0,1545.7,1575.7,1.019,4,0.00,110.23,110.23,10.0,14.3,100.0,98.2,50,50,50.0,80.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,1,C042,121.553885,29.885831,35.0,C044,121.553885,29.886736,25.0,101.1,110.6,1.094,4,104.90,112.72,7.82,30.0,14.1,98.2,98.1,30,30,64.0,94.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,0,Depot,121.546115,29.872262,25.0,C012,121.529540,29.870000,25.0,1617.8,1654.7,1.023,5,0.00,120.97,120.97,10.0,13.7,100.0,98.1,30,30,64.0,94.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,2,C044,121.553885,29.886736,45.0,C043,121.553885,29.888093,25.0,152.2,160.9,1.057,4,113.95,124.03,10.08,30.0,16.0,98.1,98.0,20,20,128.0,158.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,0,Depot,121.546115,29.872262,25.0,C009,121.530576,29.865477,25.0,1677.6,1697.6,1.012,4,0.00,131.98,131.98,10.0,12.9,100.0,97.8,140,140,91.0,121.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,1,C012,121.529540,29.870000,35.0,C014,121.527987,29.870000,25.0,150.2,159.8,1.064,4,122.48,133.67,11.19,30.0,14.3,98.1,98.0,10,10,35.0,65.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,1,C002,121.536792,29.883570,35.0,C001,121.538346,29.888093,25.0,524.9,534.8,1.019,4,110.96,143.27,32.31,30.0,16.6,98.2,97.6,20,20,145.0,175.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,0,Depot,121.546115,29.872262,25.0,C045,121.535756,29.886736,25.0,1894.2,1924.2,1.016,4,0.00,145.16,145.16,10.0,13.3,100.0,97.2,110,110,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,0,Depot,121.546115,29.872262,25.0,C047,121.526433,29.870000,25.0,1914.4,1945.8,1.016,5,0.00,145.99,145.99,10.0,13.3,100.0,97.6,30,30,45.0,75.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,0,Depot,121.546115,29.872262,25.0,C003,121.536792,29.888093,25.0,1976.6,2006.7,1.015,5,0.00,150.05,150.05,10.0,13.4,100.0,98.0,30,30,109.0,139.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,1,C009,121.530576,29.865477,35.0,C013,121.527987,29.865477,25.0,249.9,259.7,1.039,4,133.67,150.94,17.27,30.0,15.0,97.8,97.5,120,120,142.0,172.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,0,Depot,121.546115,29.872262,25.0,C037,121.559064,29.886736,25.0,2036.9,2060.6,1.012,5,0.00,154.20,154.20,10.0,13.4,100.0,97.6,150,150,124.0,154.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,1,C045,121.535756,29.886736,35.0,C004,121.535756,29.885831,25.0,101.1,110.6,1.094,4,145.99,154.20,8.21,30.0,13.5,97.2,97.1,100,100,141.0,171.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,7,1,C047,121.526433,29.870000,35.0,C017,121.525397,29.870000,25.0,100.4,109.9,1.095,4,147.39,155.14,7.75,30.0,14.2,97.6,97.5,20,20,149.0,179.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06,5,1,C003,121.536792,29.888093,35.0,C005,121.535756,29.888093,25.0,100.4,109.9,1.095,4,151.78,159.81,8.03,30.0,13.7,98.0,97.9,20,20,41.0,71.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,2,C004,121.535756,29.885831,45.0,C046,121.534720,29.885831,25.0,101.9,109.9,1.079,4,156.10,164.61,8.51,30.0,12.9,97.1,97.0,60,60,113.0,143.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,1,C037,121.559064,29.886736,35.0,C035,121.560100,29.888093,25.0,181.2,190.9,1.054,4,156.10,169.79,13.69,24.1,13.9,97.6,97.4,140,140,139.0,169.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02,9,0,Depot,121.546115,29.872262,25.0,C033,121.569424,29.860954,25.0,2575.4,2612.7,1.015,5,0.00,170.61,170.61,10.0,15.3,100.0,97.2,10,10,51.0,81.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,2,C013,121.527987,29.865477,45.0,C016,121.525397,29.867738,25.0,355.0,364.4,1.027,4,152.56,178.25,25.69,30.0,14.2,97.5,97.0,110,110,72.0,102.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,3,C046,121.534720,29.885831,55.0,C008,121.533166,29.885831,25.0,152.8,159.8,1.046,4,166.40,180.14,13.74,30.0,11.6,97.0,96.7,50,50,91.0,121.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,2,C035,121.560100,29.888093,45.0,C036,121.559064,29.888093,25.0,101.9,109.9,1.079,4,171.43,183.48,12.05,24.1,9.1,97.4,97.2,120,120,43.0,73.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,4,1,C039,121.556475,29.885831,35.0,Depot,121.546115,29.872262,25.0,1809.5,1832.0,1.012,6,110.23,186.08,75.85,30.0,24.2,98.2,97.0,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,3,C016,121.525397,29.867738,55.0,C015,121.526433,29.867738,25.0,104.3,109.9,1.054,4,180.14,188.82,8.68,30.0,12.7,97.0,96.9,90,90,58.0,88.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,3,C036,121.559064,29.888093,55.0,C040,121.556475,29.888093,25.0,251.5,259.7,1.033,4,185.35,199.63,14.29,30.0,18.2,97.2,96.9,80,80,85.0,115.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,4,C008,121.533166,29.885831,65.0,C007,121.533166,29.883570,25.0,254.6,261.5,1.027,4,181.68,199.63,17.95,30.0,14.6,96.7,96.4,40,40,79.0,109.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,4,C015,121.526433,29.867738,65.0,C011,121.529540,29.867738,25.0,302.3,309.7,1.024,4,190.19,208.67,18.48,30.0,16.8,96.9,96.6,70,70,59.0,89.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,3,5,C007,121.533166,29.883570,75.0,C006,121.534720,29.883570,25.0,157.9,159.8,1.012,4,201.09,210.84,9.75,30.0,16.4,96.4,96.3,20,20,95.0,125.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,4,C040,121.556475,29.888093,65.0,C038,121.557510,29.885831,25.0,273.5,280.6,1.026,4,201.09,218.44,17.35,30.0,16.2,96.9,96.7,50,50,75.0,105.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,10,5,C011,121.529540,29.867738,75.0,C010,121.530576,29.867738,25.0,111.7,109.9,0.984,4,210.18,219.34,9.16,30.0,12.0,96.6,96.4,30,30,119.0,149.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,1,3,C043,121.553885,29.888093,55.0,Depot,121.546115,29.872262,25.0,1913.4,1923.7,1.005,5,125.66,232.86,107.20,30.0,17.9,98.0,96.3,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,6,5,C038,121.557510,29.885831,75.0,C041,121.555439,29.883570,25.0,325.0,331.2,1.019,4,220.27,242.75,22.48,30.0,14.7,96.7,96.3,20,20,92.0,122.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09,2,2,C014,121.527987,29.870000,45.0,Depot,121.546115,29.872262,25.0,1766.1,1786.0,1.011,4,135.30,246.44,111.13,30.0,16.1,98.0,96.2,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,8,2,C001,121.538346,29.888093,45.0,Depot,121.546115,29.872262,25.0,1913.2,1929.1,1.008,5,145.16,255.16,110.00,30.0,17.5,97.6,95.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
