Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V08,8,1,155,10,29.5,490.8,54.0,165.0,90.0,NO,YES,325.8,0.0,30.0,99.4,110,121.546633,29.864120,2026-03-20 03:32:48
V01,1,1,113,10,30.6,492.6,15.0,101.0,90.0,NO,YES,391.6,0.0,30.0,99.3,150,121.548705,29.863215,2026-03-20 03:32:48
V02,2,1,45,10,38.5,503.3,19.0,123.0,90.0,NO,YES,380.3,0.0,30.0,99.1,140,121.560100,29.871357,2026-03-20 03:32:48
V04,4,1,62,20,46.7,514.4,23.0,152.0,90.0,NO,YES,362.4,0.0,30.0,98.8,200,121.552331,29.880403,2026-03-20 03:32:49
V07,7,1,20,30,66.0,528.3,33.0,165.0,90.0,NO,YES,363.3,0.0,30.0,98.5,190,121.567352,29.869548,2026-03-20 03:32:54
V03,3,1,73,20,70.7,532.6,35.0,137.0,90.0,NO,YES,395.6,0.0,30.0,98.5,140,121.559064,29.855978,2026-03-20 03:32:58
V05,5,1,164,30,98.2,557.8,49.0,154.0,90.0,NO,YES,403.8,0.0,30.0,98.0,140,121.564244,29.851455,2026-03-20 03:33:23
V06,6,1,190,20,111.9,595.3,55.0,162.0,90.0,NO,YES,433.3,0.0,30.0,97.3,150,121.528505,29.853264,2026-03-20 03:33:30
V09,9,1,114,10,131.5,664.8,65.0,166.0,90.0,NO,YES,498.8,0.0,30.0,96.1,100,121.534202,29.896235,2026-03-20 03:33:31
V09,9,2,38,10,237.7,729.2,206.0,303.0,90.0,NO,YES,426.2,0.0,30.0,95.0,90,121.536274,29.899401,2026-03-20 03:33:32
V09,9,3,150,10,330.5,744.6,292.0,400.0,90.0,NO,YES,344.6,0.0,30.0,94.8,80,121.535756,29.899853,2026-03-20 03:33:32
V03,3,2,197,30,250.0,770.5,203.0,306.0,90.0,NO,YES,464.5,0.0,30.0,94.0,120,121.581337,29.850550,2026-03-20 03:33:33
V09,9,4,22,10,428.7,780.0,380.0,499.0,90.0,NO,YES,281.0,0.0,30.0,94.2,70,121.536274,29.901663,2026-03-20 03:33:33
V03,3,3,124,10,347.2,803.8,281.0,415.0,90.0,NO,YES,388.8,0.0,30.0,93.4,90,121.582373,29.849193,2026-03-20 03:33:34
V06,6,2,180,30,259.2,806.1,209.0,323.0,90.0,NO,YES,483.1,0.0,30.0,93.2,130,121.514002,29.850550,2026-03-20 03:33:34
V10,10,1,177,10,173.7,810.8,86.0,171.0,90.0,NO,YES,639.8,0.0,30.0,93.3,110,121.522289,29.900758,2026-03-20 03:33:34
V03,3,4,141,10,450.0,857.1,392.0,497.0,90.0,NO,YES,360.1,0.0,30.0,92.5,80,121.584445,29.851455,2026-03-20 03:33:35
V09,9,5,151,10,540.0,864.0,478.0,602.0,90.0,NO,YES,262.0,0.0,30.0,92.8,60,121.532648,29.898044,2026-03-20 03:33:35
