Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,4,22,18.4,991.9,9.0,415.0,10.0,NO,YES,576.9,0.0,30.0,99.6,291,121.554662,29.871131,2026-03-19 22:10:36
V03,3,1,150,20,21.6,1004.2,442.0,871.0,10.0,NO,YES,133.2,0.0,30.0,99.5,112,121.546892,29.866155,2026-03-19 22:10:37
V02,2,1,142,19,21.3,1009.2,10.0,442.0,10.0,NO,YES,567.2,0.0,30.0,99.3,233,121.554144,29.867060,2026-03-19 22:10:37
V08,8,1,166,20,65.3,1014.2,516.0,975.0,10.0,NO,YES,39.2,0.0,30.0,99.3,103,121.560877,29.881534,2026-03-19 22:10:37
V01,1,2,92,37,41.9,1051.2,15.0,214.0,10.0,NO,YES,837.2,0.0,30.0,98.3,269,121.557769,29.872488,2026-03-19 22:10:38
V04,4,1,6,10,36.7,1063.4,209.0,234.0,10.0,NO,YES,829.4,0.0,30.0,98.2,176,121.545338,29.862989,2026-03-19 22:10:38
V05,5,1,140,16,42.8,1080.8,21.0,280.0,10.0,NO,YES,800.8,0.0,30.0,97.5,305,121.547928,29.879725,2026-03-19 22:10:38
V01,1,3,154,21,62.1,1095.1,1379.0,1736.0,10.0,YES,NO,0.0,283.9,30.0,97.4,232,121.558287,29.874749,2026-03-19 22:10:39
V04,4,2,49,10,227.9,1101.3,89.0,470.0,10.0,NO,YES,631.3,0.0,30.0,97.5,166,121.546374,29.861180,2026-03-19 22:10:39
V02,2,2,153,10,58.5,1121.2,15.0,398.0,10.0,NO,YES,723.2,0.0,30.0,96.9,214,121.548446,29.863441,2026-03-19 22:10:39
V05,5,2,54,32,62.8,1127.6,24.0,197.0,10.0,NO,YES,930.6,0.0,30.0,96.4,289,121.550000,29.881082,2026-03-19 22:10:39
V08,8,2,194,19,556.0,1136.3,950.0,1231.0,10.0,YES,NO,0.0,0.0,30.0,97.1,83,121.567093,29.877463,2026-03-19 22:10:39
V06,6,1,174,1,52.8,1139.4,1002.0,1659.0,10.0,YES,NO,0.0,0.0,25.0,97.3,103,121.538087,29.876106,2026-03-19 22:10:39
V02,2,3,28,10,77.4,1163.3,14.0,530.0,10.0,NO,YES,633.3,0.0,30.0,96.0,204,121.546374,29.864346,2026-03-19 22:10:40
V07,7,1,162,19,63.7,1167.7,31.0,243.0,10.0,NO,YES,924.7,0.0,30.0,96.0,173,121.538605,29.859823,2026-03-19 22:10:40
V01,1,4,82,16,1405.5,1169.7,1334.0,1635.0,10.0,YES,NO,0.0,164.3,30.0,95.8,211,121.557251,29.878368,2026-03-19 22:10:40
V09,9,1,24,6,65.6,1175.7,124.0,415.0,10.0,NO,YES,760.7,0.0,30.0,94.7,375,121.560359,29.858466,2026-03-19 22:10:40
V02,2,4,163,20,90.2,1177.7,54.0,276.0,10.0,NO,YES,901.7,0.0,30.0,95.7,194,121.545856,29.864798,2026-03-19 22:10:40
V10,10,1,182,30,66.0,1181.4,33.0,506.0,10.0,NO,YES,675.4,0.0,30.0,94.6,366,121.567093,29.869774,2026-03-19 22:10:40
V03,3,2,79,9,496.7,1183.4,1081.0,1288.0,10.0,YES,NO,0.0,0.0,30.0,96.2,92,121.541713,29.857109,2026-03-19 22:10:40
V02,2,5,187,20,103.1,1192.8,283.0,921.0,10.0,NO,YES,271.8,0.0,30.0,95.5,174,121.545338,29.865251,2026-03-19 22:10:40
V08,8,3,41,21,980.0,1215.8,869.0,1152.0,10.0,NO,YES,63.8,0.0,30.0,95.7,64,121.570201,29.873845,2026-03-19 22:10:41
V09,9,2,131,23,144.2,1217.9,36.0,334.0,10.0,NO,YES,883.9,0.0,30.0,93.7,369,121.559841,29.856204,2026-03-19 22:10:41
V02,2,6,171,20,300.2,1225.9,478.0,505.0,10.0,NO,YES,720.9,0.0,30.0,94.9,154,121.544302,29.863894,2026-03-19 22:10:41
V05,5,3,89,18,99.6,1231.7,383.0,571.0,10.0,NO,YES,660.7,0.0,30.0,94.0,257,121.556216,29.883796,2026-03-19 22:10:41
V10,10,2,57,20,88.7,1231.7,88.0,306.0,10.0,NO,YES,925.7,0.0,30.0,93.5,336,121.570201,29.870678,2026-03-19 22:10:41
V09,9,3,48,20,158.2,1235.4,66.0,217.0,10.0,NO,YES,1018.4,0.0,30.0,93.3,346,121.558805,29.856204,2026-03-19 22:10:41
V05,5,4,100,20,397.5,1253.4,32.0,476.0,10.0,NO,YES,777.4,0.0,30.0,93.6,239,121.557251,29.883344,2026-03-19 22:10:42
V09,9,4,180,10,172.7,1255.2,305.0,531.0,10.0,NO,YES,724.2,0.0,30.0,92.9,326,121.558287,29.855299,2026-03-19 22:10:42
V02,2,7,130,10,495.2,1257.1,459.0,633.0,10.0,NO,YES,624.1,0.0,30.0,94.4,134,121.543266,29.865251,2026-03-19 22:10:42
V10,10,3,133,20,104.7,1259.0,64.0,434.0,10.0,NO,YES,825.0,0.0,30.0,92.9,316,121.571754,29.870678,2026-03-19 22:10:42
V09,9,5,43,20,317.0,1270.7,200.0,548.0,10.0,NO,YES,722.7,0.0,30.0,92.6,316,121.558287,29.854847,2026-03-19 22:10:42
V10,10,4,147,10,116.7,1275.1,43.0,621.0,10.0,NO,YES,654.1,0.0,30.0,92.6,296,121.572272,29.870678,2026-03-19 22:10:42
V01,1,5,66,15,1446.5,1279.1,1216.0,1881.0,10.0,YES,NO,0.0,0.0,30.0,93.4,195,121.555180,29.885153,2026-03-19 22:10:42
V04,4,3,63,9,285.1,1279.1,132.0,370.0,10.0,NO,YES,909.1,0.0,30.0,93.9,156,121.536533,29.854847,2026-03-19 22:10:42
V05,5,5,37,10,414.7,1287.1,35.0,484.0,10.0,NO,YES,803.1,0.0,30.0,92.9,219,121.558287,29.884701,2026-03-19 22:10:42
V09,9,6,3,10,331.0,1289.1,329.0,605.0,10.0,NO,YES,684.1,0.0,30.0,92.2,296,121.557251,29.854847,2026-03-19 22:10:42
V10,10,5,40,20,130.7,1294.8,176.0,507.0,10.0,NO,YES,787.8,0.0,30.0,92.2,286,121.572272,29.869774,2026-03-19 22:10:43
V06,6,2,58,10,1056.9,1304.0,425.0,1073.0,10.0,NO,YES,231.0,0.0,30.0,94.2,102,121.531871,29.884701,2026-03-19 22:10:43
V04,4,4,149,13,301.1,1306.6,167.0,364.0,10.0,NO,YES,942.6,0.0,30.0,93.4,147,121.534979,29.854847,2026-03-19 22:10:43
V02,2,8,78,10,517.2,1309.2,167.0,707.0,10.0,NO,YES,602.2,0.0,30.0,93.4,124,121.543266,29.862537,2026-03-19 22:10:43
V03,3,3,120,5,1127.5,1316.7,1723.0,1899.0,10.0,YES,NO,0.0,406.3,30.0,93.8,83,121.532389,29.855752,2026-03-19 22:10:43
V10,10,6,16,10,190.5,1319.1,216.0,564.0,10.0,NO,YES,755.1,0.0,30.0,91.7,266,121.571754,29.868869,2026-03-19 22:10:43
V09,9,7,136,20,347.0,1321.5,255.0,783.0,10.0,NO,YES,538.5,0.0,30.0,91.5,286,121.557251,29.856204,2026-03-19 22:10:43
V05,5,6,21,10,432.9,1326.4,532.0,830.0,10.0,NO,YES,496.4,0.0,30.0,92.2,209,121.560359,29.884248,2026-03-19 22:10:43
V02,2,9,132,20,531.7,1333.2,132.0,644.0,10.0,NO,YES,689.2,0.0,30.0,93.0,114,121.544302,29.862084,2026-03-19 22:10:43
V10,10,7,98,20,228.8,1335.2,195.0,677.0,10.0,NO,YES,658.2,0.0,30.0,91.3,256,121.571236,29.868417,2026-03-19 22:10:43
V10,10,8,119,10,240.8,1348.5,382.0,577.0,10.0,NO,YES,771.5,0.0,30.0,91.1,236,121.570719,29.868417,2026-03-19 22:10:44
V05,5,7,139,20,548.0,1352.2,426.0,833.0,10.0,NO,YES,519.2,0.0,30.0,91.6,199,121.560359,29.885605,2026-03-19 22:10:44
V07,7,2,200,16,127.3,1357.8,48.0,519.0,10.0,NO,YES,838.8,0.0,30.0,92.2,154,121.544820,29.848967,2026-03-19 22:10:44
V09,9,8,124,20,368.3,1363.5,144.0,507.0,10.0,NO,YES,856.5,0.0,30.0,90.6,266,121.559323,29.854395,2026-03-19 22:10:44
V02,2,10,14,20,550.6,1367.2,73.0,588.0,10.0,NO,YES,779.2,0.0,30.0,92.4,94,121.545338,29.860275,2026-03-19 22:10:44
V05,5,8,143,30,565.2,1382.6,120.0,665.0,10.0,NO,YES,717.6,0.0,30.0,91.1,179,121.561395,29.886962,2026-03-19 22:10:44
V10,10,9,161,30,400.5,1382.6,422.0,652.0,10.0,NO,YES,730.6,0.0,30.0,90.5,226,121.569165,29.867060,2026-03-19 22:10:44
V03,3,4,135,20,1759.1,1406.1,1102.0,1832.0,10.0,YES,NO,0.0,0.0,30.0,92.2,78,121.525656,29.856204,2026-03-19 22:10:45
V05,5,9,188,10,580.9,1406.1,286.0,773.0,10.0,NO,YES,633.1,0.0,30.0,90.7,149,121.562431,29.886058,2026-03-19 22:10:45
V06,6,3,17,25,1098.0,1411.5,1229.0,1454.0,10.0,YES,NO,0.0,0.0,30.0,92.3,92,121.539641,29.886510,2026-03-19 22:10:45
V09,9,9,102,10,392.3,1413.3,73.0,442.0,10.0,NO,YES,971.3,0.0,30.0,89.5,246,121.562949,29.854395,2026-03-19 22:10:45
V05,5,10,29,10,592.9,1418.8,208.0,939.0,10.0,NO,YES,479.8,0.0,30.0,90.5,139,121.562431,29.885605,2026-03-19 22:10:45
V10,10,10,72,30,443.7,1424.4,422.0,779.0,10.0,NO,YES,645.4,0.0,30.0,89.6,196,121.566575,29.865703,2026-03-19 22:10:45
V02,2,11,47,20,579.5,1431.4,30.0,584.0,10.0,NO,YES,847.4,0.0,30.0,91.3,74,121.547928,29.856656,2026-03-19 22:10:45
V04,4,5,73,12,348.4,1433.2,1070.0,1629.0,10.0,YES,NO,0.0,0.0,30.0,90.9,134,121.529281,29.848062,2026-03-19 22:10:45
V01,1,6,30,35,1503.4,1438.5,1764.0,2236.0,10.0,YES,NO,0.0,325.5,30.0,90.1,180,121.543784,29.881534,2026-03-19 22:10:45
V09,9,10,196,9,410.6,1443.8,311.0,415.0,10.0,NO,YES,1028.8,0.0,30.0,88.9,236,121.565021,29.853942,2026-03-19 22:10:46
V08,8,4,52,12,1062.5,1458.3,342.0,1133.0,10.0,NO,YES,325.3,0.0,30.0,91.5,43,121.584704,29.884248,2026-03-19 22:10:46
V05,5,11,173,10,615.5,1463.6,306.0,624.0,10.0,NO,YES,839.6,0.0,30.0,89.7,129,121.565539,29.886510,2026-03-19 22:10:46
V09,9,11,183,20,426.9,1467.2,209.0,674.0,10.0,NO,YES,793.2,0.0,30.0,88.4,227,121.564503,29.852585,2026-03-19 22:10:46
V10,10,11,169,13,466.3,1469.2,70.0,471.0,10.0,NO,YES,998.2,0.0,30.0,88.8,166,121.567611,29.862989,2026-03-19 22:10:46
V07,7,3,103,8,175.8,1481.8,180.0,603.0,10.0,NO,YES,878.8,0.0,30.0,89.8,138,121.549482,29.841277,2026-03-19 22:10:46
V02,2,12,39,7,605.1,1485.3,1850.0,2050.0,10.0,YES,NO,0.0,364.7,30.0,90.5,54,121.545338,29.853942,2026-03-19 22:10:46
V09,9,12,18,30,443.2,1490.7,209.0,569.0,10.0,NO,YES,921.7,0.0,30.0,88.0,207,121.565021,29.851229,2026-03-19 22:10:46
V03,3,5,185,15,1796.0,1492.7,1633.0,1851.0,10.0,YES,NO,0.0,140.3,30.0,90.7,58,121.520476,29.860275,2026-03-19 22:10:46
V09,9,13,68,40,457.2,1510.8,223.0,459.0,10.0,NO,YES,1051.8,0.0,30.0,87.6,177,121.565021,29.850324,2026-03-19 22:10:47
V01,1,7,64,23,1796.4,1514.7,1811.0,2162.0,10.0,YES,NO,0.0,296.3,30.0,88.7,145,121.544820,29.876559,2026-03-19 22:10:47
V04,4,6,93,20,1104.1,1514.7,1460.0,1666.0,10.0,YES,NO,0.0,0.0,30.0,89.4,122,121.533943,29.844444,2026-03-19 22:10:47
V05,5,12,107,17,639.5,1514.7,1175.0,1337.0,10.0,NO,YES,177.7,0.0,30.0,88.8,119,121.565539,29.883344,2026-03-19 22:10:47
V06,6,4,11,10,1285.0,1559.8,1281.0,1587.0,10.0,YES,NO,0.0,0.0,30.0,89.7,67,121.532907,29.895104,2026-03-19 22:10:48
V01,1,8,67,27,1833.6,1561.7,1880.0,2248.0,10.0,YES,NO,0.0,318.3,30.0,87.8,122,121.547928,29.875654,2026-03-19 22:10:48
V03,3,6,141,24,1825.7,1561.7,1392.0,2053.0,10.0,YES,NO,0.0,0.0,30.0,89.6,43,121.515814,29.858466,2026-03-19 22:10:48
V09,9,14,184,30,485.1,1573.3,328.0,682.0,10.0,NO,YES,891.3,0.0,30.0,86.5,137,121.567093,29.853942,2026-03-19 22:10:48
V05,5,13,81,21,1205.0,1590.8,1221.0,1321.0,10.0,NO,YES,269.8,0.0,30.0,87.4,102,121.570719,29.883344,2026-03-19 22:10:48
V07,7,4,90,29,220.5,1590.8,925.0,1036.0,10.0,NO,YES,554.8,0.0,30.0,87.7,130,121.556734,29.843991,2026-03-19 22:10:48
V09,9,15,190,18,507.9,1626.6,278.0,607.0,10.0,NO,YES,1019.6,0.0,30.0,85.5,107,121.569683,29.852133,2026-03-19 22:10:49
V10,10,12,22,20,526.8,1641.3,700.0,956.0,10.0,NO,YES,685.3,0.0,30.0,85.4,153,121.578488,29.869322,2026-03-19 22:10:49
V08,8,5,192,13,1131.0,1654.9,675.0,1223.0,10.0,NO,YES,431.9,0.0,30.0,88.3,31,121.582632,29.897366,2026-03-19 22:10:50
V05,5,14,55,25,1250.8,1660.3,862.0,1522.0,10.0,NO,YES,138.3,0.0,30.0,86.2,81,121.574344,29.880177,2026-03-19 22:10:50
V09,9,16,27,36,528.7,1666.0,506.0,767.0,10.0,NO,YES,899.0,0.0,30.0,84.8,89,121.572272,29.853038,2026-03-19 22:10:50
V04,4,7,19,2,1518.7,1681.1,1492.0,1910.0,10.0,YES,NO,0.0,0.0,30.0,86.3,102,121.521512,29.842634,2026-03-19 22:10:50
V07,7,5,110,18,961.9,1681.1,636.0,1003.0,10.0,NO,YES,678.1,0.0,30.0,86.1,101,121.561395,29.848515,2026-03-19 22:10:50
V06,6,5,121,21,1333.9,1694.3,873.0,1540.0,10.0,NO,YES,154.3,0.0,30.0,87.4,57,121.542749,29.896913,2026-03-19 22:10:51
V09,9,17,51,32,559.6,1738.0,489.0,733.0,10.0,NO,YES,1005.0,0.0,30.0,83.6,53,121.573826,29.848515,2026-03-19 22:10:51
V10,10,13,106,43,742.8,1751.1,823.0,915.0,10.0,NO,YES,836.1,0.0,30.0,83.3,133,121.585221,29.873845,2026-03-19 22:10:52
