Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,113,10,30.6,51.7,15.0,62.0,90.0,YES,NO,0.0,0.0,25.0,99.4,180,121.548705,29.863215,2026-03-19 20:17:49
V02,2,1,62,20,46.7,63.5,23.0,66.0,90.0,YES,NO,0.0,0.0,28.3,99.2,150,121.552331,29.880403,2026-03-19 20:18:01
V04,4,1,45,10,38.5,63.8,19.0,94.0,90.0,YES,NO,0.0,0.0,25.0,99.2,120,121.560100,29.871357,2026-03-19 20:18:01
V07,7,1,178,10,44.9,69.3,88.0,141.0,90.0,YES,NO,0.0,18.7,25.0,99.1,150,121.561136,29.873619,2026-03-19 20:18:06
V05,5,1,170,10,130.2,77.0,65.0,126.0,90.0,YES,NO,0.0,0.0,30.0,98.8,190,121.575121,29.889902,2026-03-19 20:18:14
V03,3,1,93,10,102.1,108.2,51.0,93.0,90.0,NO,YES,15.2,0.0,30.0,98.2,170,121.528505,29.883117,2026-03-19 20:18:45
V05,5,2,182,20,270.3,121.7,234.0,298.0,90.0,YES,NO,0.0,112.3,30.0,97.9,180,121.575639,29.901210,2026-03-19 20:18:59
V06,6,1,148,20,140.4,140.3,70.0,141.0,90.0,YES,NO,0.0,0.0,30.0,97.6,140,121.579783,29.851455,2026-03-19 20:19:17
V09,9,1,161,10,153.7,152.7,76.0,144.0,90.0,NO,YES,8.7,0.0,30.0,97.4,120,121.519181,29.891712,2026-03-19 20:19:30
V03,3,2,117,10,244.9,155.2,0.0,1184.0,90.0,YES,NO,0.0,0.0,30.0,97.2,160,121.517627,29.890355,2026-03-19 20:19:32
V04,4,2,147,10,223.5,163.5,0.0,1210.0,90.0,YES,NO,0.0,0.0,25.0,97.6,110,121.563726,29.850098,2026-03-19 20:19:41
V10,10,1,32,10,169.7,165.6,84.0,147.0,90.0,NO,YES,18.6,0.0,30.0,97.2,110,121.580819,29.842408,2026-03-19 20:19:43
V08,8,1,177,10,173.7,168.3,86.0,142.0,90.0,NO,YES,26.3,0.0,30.0,97.0,140,121.522289,29.900758,2026-03-19 20:19:45
V05,5,3,112,20,414.9,170.3,0.0,1194.0,90.0,YES,NO,0.0,0.0,30.0,96.9,160,121.577711,29.888998,2026-03-19 20:19:47
V09,9,2,58,10,266.5,174.3,306.0,376.0,90.0,YES,NO,0.0,131.7,30.0,97.0,110,121.524879,29.890355,2026-03-19 20:19:51
V03,3,3,8,40,374.9,191.5,351.0,386.0,90.0,YES,NO,0.0,159.5,30.0,96.5,150,121.517109,29.899401,2026-03-19 20:20:09
V01,1,2,197,30,258.5,193.8,229.0,280.0,90.0,YES,NO,0.0,35.2,25.0,96.8,170,121.581337,29.850550,2026-03-19 20:20:11
V09,9,3,184,20,416.9,194.3,401.0,481.0,90.0,YES,NO,0.0,206.7,30.0,96.7,100,121.530058,29.888998,2026-03-19 20:20:11
V02,2,2,88,30,296.4,209.4,234.0,316.0,90.0,YES,NO,0.0,24.6,28.3,96.4,130,121.518145,29.900758,2026-03-19 20:20:26
V05,5,4,194,20,549.0,210.0,517.0,567.0,90.0,YES,NO,0.0,307.0,30.0,96.2,140,121.576675,29.898949,2026-03-19 20:20:27
V08,8,2,150,10,315.8,214.9,310.0,381.0,90.0,YES,NO,0.0,95.1,30.0,96.2,130,121.535756,29.899853,2026-03-19 20:20:32
