Drone,RouteIndex,CustomerCount,TotalDemand,VehicleCapacity,StartTime,EndTime,TotalTime,DistanceMeters,OnTimeCount,LateCount,TotalLateness,BatteryStartPct,BatteryEndPct,BatteryUsedPct,Strategy,Completed
V01,1,9,140,200,8.0,849.7,841.7,7893,8,1,33.6,100.0,85.8,14.2,Balanced,True
V02,2,10,200,200,8.0,727.2,719.2,6810,9,1,64.3,100.0,86.8,13.2,Balanced,True
V03,3,8,170,200,8.0,1199.5,1191.5,11737,7,1,161.4,100.0,78.6,21.4,Balanced,True
V04,4,11,170,200,8.0,591.5,583.5,5249,10,1,29.8,100.0,90.4,9.6,Balanced,True
V05,5,9,180,200,8.0,1087.7,1079.7,10607,8,1,213.2,100.0,80.6,19.4,Balanced,True
V06,6,8,110,200,8.0,1244.7,1236.7,12215,7,1,293.5,100.0,78.5,21.5,Balanced,True
V07,7,7,130,200,8.0,1224.5,1216.5,12070,6,1,281.4,100.0,78.6,21.4,Balanced,True
V08,8,8,130,200,8.0,1148.6,1140.6,11076,7,1,149.1,100.0,80.5,19.5,Balanced,True
V09,9,9,140,200,8.0,981.8,973.8,9387,8,1,179.6,100.0,83.1,16.9,Balanced,True
V10,10,8,160,200,8.0,716.9,708.9,9440,8,0,0.0,100.0,90.2,9.8,Balanced,True
