Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V08_8,8,1,2,30,102.7,151.4,50,80,10,NO,YES,71.4,0,30,99.1,40,121.536792,29.88357,2026/3/25 22:53
V01_1,1,1,42,10,111.8,157.3,33,63,10,NO,YES,94.3,0,30,99,30,121.553885,29.885831,2026/3/25 22:53
V02_2,2,1,14,10,117.8,159.6,35,65,10,NO,YES,94.6,0,30,98.9,30,121.527987,29.87,2026/3/25 22:53
V04_4,4,1,39,10,120.2,161.2,37,67,10,NO,YES,94.2,0,30,98.9,30,121.556475,29.885831,2026/3/25 22:53
V03_3,3,1,45,10,125.8,163.5,37,67,10,NO,YES,96.5,0,30,98.8,50,121.535756,29.886736,2026/3/25 22:53
V07_7,7,1,47,10,127.8,164.3,45,75,10,NO,YES,89.3,0,30,98.9,10,121.526433,29.87,2026/3/25 22:53
V08_8,8,2,46,10,134,164.8,113,143,10,NO,YES,21.8,0,30,98.9,10,121.53472,29.885831,2026/3/25 22:53
V10_10,10,1,15,20,131,165.8,58,88,10,NO,YES,77.8,0,30,98.8,30,121.526433,29.867738,2026/3/25 22:53
V05_5,5,1,5,20,134.4,168.2,41,71,10,NO,YES,97.2,0,30,98.8,40,121.535756,29.888093,2026/3/25 22:53
V01_1,1,2,43,20,138.5,168.4,128,158,10,NO,YES,10.4,0,30,98.8,20,121.553885,29.888093,2026/3/25 22:53
V03_3,3,2,4,40,142.5,169.3,141,171,10,YES,NO,0,0,30,98.8,40,121.535756,29.885831,2026/3/25 22:53
V02_2,2,2,17,20,144.5,170.6,149,179,10,YES,NO,0,0,30,98.8,20,121.525397,29.87,2026/3/25 22:53
V06_6,6,1,36,40,143.4,173.4,43,73,10,NO,YES,100.4,0,30,98.7,40,121.559064,29.888093,2026/3/25 22:53
V10_10,10,2,13,10,160.4,178.2,142,172,10,NO,YES,6.2,0,30,98.7,10,121.527987,29.865477,2026/3/25 22:53
V04_4,4,2,35,20,158.9,178.5,139,169,10,NO,YES,9.5,0,30,98.7,20,121.5601,29.888093,2026/3/25 22:53
V05_5,5,2,1,20,161,179.2,145,175,10,NO,YES,4.2,0,30,98.6,20,121.538346,29.888093,2026/3/25 22:53
V09_9,9,1,33,10,171.6,188.1,51,81,10,NO,YES,107.1,0,30,98.5,10,121.569424,29.860954,2026/3/25 22:53
