Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V03,3,1,140,20,22.4,47.4,11.0,21.0,10.0,NO,YES,26.4,0.0,30.0,99.6,80,121.546892,29.874523,2026-03-18 14:14:30
V02,2,1,132,19,21.3,47.4,10.0,20.0,10.0,NO,YES,27.4,0.0,30.0,99.6,117,121.553626,29.866834,2026-03-18 14:14:30
V01,1,1,149,22,18.4,48.6,9.0,19.0,10.0,NO,YES,29.6,0.0,30.0,99.6,148,121.554144,29.870905,2026-03-18 14:14:31
V04,4,1,87,4,26.9,51.5,13.0,23.0,10.0,NO,YES,28.5,0.0,30.0,99.5,87,121.554144,29.874523,2026-03-18 14:14:34
V07,7,1,81,37,31.6,57.3,21.0,31.0,10.0,NO,YES,26.3,0.0,30.0,99.4,129,121.557251,29.872262,2026-03-18 14:14:40
V05,5,1,155,8,34.1,58.5,17.0,27.0,10.0,NO,YES,31.5,0.0,30.0,99.4,76,121.555180,29.864120,2026-03-18 14:14:41
V06,6,1,196,16,42.8,65.2,21.0,31.0,10.0,NO,YES,34.2,0.0,30.0,99.3,91,121.547410,29.879499,2026-03-18 14:14:48
V08,8,1,73,32,48.0,70.5,24.0,34.0,10.0,NO,YES,36.5,0.0,30.0,99.2,89,121.549482,29.880856,2026-03-18 14:14:53
V09,9,1,46,30,57.3,78.6,28.0,38.0,10.0,NO,YES,40.6,0.0,30.0,99.0,152,121.536015,29.864572,2026-03-18 14:15:02
V10,10,1,157,20,60.5,81.1,30.0,40.0,10.0,NO,YES,41.1,0.0,30.0,99.0,76,121.547410,29.856430,2026-03-18 14:15:04
V06,6,2,35,18,89.5,100.0,114.0,124.0,10.0,YES,NO,0.0,14.0,30.0,98.7,75,121.555698,29.883570,2026-03-18 14:15:23
V02,2,2,152,15,139.0,144.4,145.0,155.0,10.0,YES,NO,0.0,0.6,30.0,97.8,98,121.546374,29.890355,2026-03-18 14:16:34
V09,9,2,166,15,145.9,149.0,161.0,171.0,10.0,YES,NO,0.0,12.0,30.0,97.6,122,121.530835,29.847384,2026-03-18 14:16:38
V08,8,2,98,3,159.1,160.1,244.0,254.0,10.0,YES,NO,0.0,83.9,30.0,97.6,57,121.538605,29.901663,2026-03-18 14:16:49
V04,4,2,139,12,160.3,160.3,179.0,189.0,10.0,YES,NO,0.0,18.7,30.0,97.6,83,121.584186,29.884022,2026-03-18 14:16:50
