Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V08,8,1,2,30,102.7,119.4,50.0,80.0,10.0,NO,YES,39.4,0.0,30.0,98.2,40,121.536792,29.883570,2026-03-25 22:58:42
V01,1,1,42,10,111.8,127.5,33.0,63.0,10.0,NO,YES,64.5,0.0,30.0,97.9,30,121.553885,29.885831,2026-03-25 22:58:42
V02,2,1,14,10,117.8,132.0,35.0,65.0,10.0,NO,YES,67.0,0.0,30.0,97.9,30,121.527987,29.870000,2026-03-25 22:58:42
V03,3,1,45,10,125.8,142.8,37.0,67.0,10.0,NO,YES,75.8,0.0,30.0,97.6,50,121.535756,29.886736,2026-03-25 22:58:42
V04,4,1,39,10,120.2,142.8,37.0,67.0,10.0,NO,YES,75.8,0.0,30.0,97.7,30,121.556475,29.885831,2026-03-25 22:58:42
V07,7,1,47,10,127.8,144.8,45.0,75.0,10.0,NO,YES,69.8,0.0,30.0,97.7,10,121.526433,29.870000,2026-03-25 22:58:42
V08,8,2,46,10,134.0,148.9,113.0,143.0,10.0,NO,YES,5.9,0.0,30.0,97.7,10,121.534720,29.885831,2026-03-25 22:58:42
V01,1,2,43,20,138.5,151.1,128.0,158.0,10.0,YES,NO,0.0,0.0,30.0,97.6,20,121.553885,29.888093,2026-03-25 22:58:42
V10,10,1,15,20,131.0,151.1,58.0,88.0,10.0,NO,YES,63.1,0.0,30.0,97.6,30,121.526433,29.867738,2026-03-25 22:58:42
V05,5,1,5,20,134.4,153.5,41.0,71.0,10.0,NO,YES,82.5,0.0,30.0,97.5,40,121.535756,29.888093,2026-03-25 22:58:42
V02,2,2,17,20,144.5,156.8,149.0,179.0,10.0,YES,NO,0.0,0.0,30.0,97.5,20,121.525397,29.870000,2026-03-25 22:58:42
V03,3,2,4,40,142.5,156.8,141.0,171.0,10.0,YES,NO,0.0,0.0,30.0,97.4,40,121.535756,29.885831,2026-03-25 22:58:42
V06,6,1,36,40,143.4,170.1,43.0,73.0,10.0,NO,YES,97.1,0.0,30.0,97.2,40,121.559064,29.888093,2026-03-25 22:58:43
V05,5,2,1,20,161.0,177.8,145.0,175.0,10.0,NO,YES,2.8,0.0,30.0,97.1,20,121.538346,29.888093,2026-03-25 22:58:43
V10,10,2,13,10,160.4,178.9,142.0,172.0,10.0,NO,YES,6.9,0.0,30.0,97.2,10,121.527987,29.865477,2026-03-25 22:58:43
V04,4,2,35,20,158.9,182.5,139.0,169.0,10.0,NO,YES,13.5,0.0,30.0,97.1,20,121.560100,29.888093,2026-03-25 22:58:43
V09,9,1,33,10,171.6,197.8,51.0,81.0,10.0,NO,YES,116.8,0.0,30.0,96.8,10,121.569424,29.860954,2026-03-25 22:58:43
