Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V03,3,1,140,20,22.4,47.4,11.0,21.0,10.0,NO,YES,26.4,0.0,30.0,99.6,80,121.546892,29.874523,2026-03-18 14:14:30
V02,2,1,132,19,21.3,47.4,10.0,20.0,10.0,NO,YES,27.4,0.0,30.0,99.6,117,121.553626,29.866834,2026-03-18 14:14:30
V01,1,1,149,22,18.4,48.6,9.0,19.0,10.0,NO,YES,29.6,0.0,30.0,99.6,148,121.554144,29.870905,2026-03-18 14:14:31
V04,4,1,87,4,26.9,51.5,13.0,23.0,10.0,NO,YES,28.5,0.0,30.0,99.5,87,121.554144,29.874523,2026-03-18 14:14:34
V07,7,1,81,37,31.6,57.3,21.0,31.0,10.0,NO,YES,26.3,0.0,30.0,99.4,129,121.557251,29.872262,2026-03-18 14:14:40
V05,5,1,155,8,34.1,58.5,17.0,27.0,10.0,NO,YES,31.5,0.0,30.0,99.4,76,121.555180,29.864120,2026-03-18 14:14:41
V06,6,1,196,16,42.8,65.2,21.0,31.0,10.0,NO,YES,34.2,0.0,30.0,99.3,91,121.547410,29.879499,2026-03-18 14:14:48
V08,8,1,73,32,48.0,70.5,24.0,34.0,10.0,NO,YES,36.5,0.0,30.0,99.2,89,121.549482,29.880856,2026-03-18 14:14:53
V09,9,1,46,30,57.3,78.6,28.0,38.0,10.0,NO,YES,40.6,0.0,30.0,99.0,152,121.536015,29.864572,2026-03-18 14:15:02
V10,10,1,157,20,60.5,81.1,30.0,40.0,10.0,NO,YES,41.1,0.0,30.0,99.0,76,121.547410,29.856430,2026-03-18 14:15:04
V06,6,2,35,18,89.5,100.0,114.0,124.0,10.0,YES,NO,0.0,14.0,30.0,98.7,75,121.555698,29.883570,2026-03-18 14:15:23
V02,2,2,152,15,139.0,144.4,145.0,155.0,10.0,YES,NO,0.0,0.6,30.0,97.8,98,121.546374,29.890355,2026-03-18 14:16:34
V09,9,2,166,15,145.9,149.0,161.0,171.0,10.0,YES,NO,0.0,12.0,30.0,97.6,122,121.530835,29.847384,2026-03-18 14:16:38
V08,8,2,98,3,159.1,160.1,244.0,254.0,10.0,YES,NO,0.0,83.9,30.0,97.6,57,121.538605,29.901663,2026-03-18 14:16:49
V04,4,2,139,12,160.3,160.3,179.0,189.0,10.0,YES,NO,0.0,18.7,30.0,97.6,83,121.584186,29.884022,2026-03-18 14:16:50
V10,10,2,133,20,166.9,166.9,188.0,198.0,10.0,YES,NO,0.0,21.1,30.0,97.5,56,121.563985,29.840147,2026-03-18 14:17:07
V01,1,2,8,21,162.1,167.5,160.0,170.0,10.0,YES,NO,0.0,0.0,30.0,97.3,126,121.575898,29.894426,2026-03-18 14:17:08
V05,5,2,131,12,175.8,174.8,190.0,200.0,10.0,YES,NO,0.0,15.2,30.0,97.4,68,121.584704,29.849193,2026-03-18 14:19:49
V07,7,2,66,1,176.5,176.4,186.0,196.0,10.0,YES,NO,0.0,9.6,30.0,97.2,92,121.585739,29.854621,2026-03-18 14:19:51
V03,3,2,193,16,180.5,178.1,182.0,192.0,10.0,YES,NO,0.0,3.9,30.0,97.3,60,121.525138,29.846931,2026-03-18 14:19:53
V04,4,3,187,19,207.4,178.7,201.0,211.0,10.0,YES,NO,0.0,22.3,30.0,97.3,71,121.585221,29.888093,2026-03-18 14:19:53
V10,10,3,195,1,212.6,182.0,234.0,244.0,10.0,YES,NO,0.0,52.0,30.0,97.3,36,121.567611,29.839242,2026-03-18 14:20:14
V08,8,3,194,21,280.1,185.1,297.0,307.0,10.0,YES,NO,0.0,111.9,30.0,97.2,54,121.542231,29.896687,2026-03-18 14:20:17
V03,3,3,33,12,206.6,193.4,332.0,342.0,10.0,YES,NO,0.0,138.6,30.0,97.1,44,121.528764,29.847836,2026-03-18 14:20:25
V01,1,3,162,28,204.7,198.1,206.0,216.0,10.0,YES,NO,0.0,7.9,30.0,96.7,105,121.584186,29.895783,2026-03-18 14:20:30
V09,9,3,151,35,224.9,198.3,219.0,229.0,10.0,YES,NO,0.0,20.7,30.0,96.7,107,121.527210,29.859144,2026-03-18 14:20:30
V10,10,4,180,13,260.1,198.8,309.0,319.0,10.0,YES,NO,0.0,110.2,30.0,97.1,35,121.568129,29.842861,2026-03-18 14:20:31
V08,8,4,142,18,327.0,205.0,320.0,330.0,10.0,YES,NO,0.0,115.0,30.0,96.9,33,121.542231,29.901210,2026-03-18 14:20:37
V02,2,3,163,5,225.9,208.4,220.0,230.0,10.0,YES,NO,0.0,11.6,30.0,96.7,83,121.532389,29.900758,2026-03-18 14:20:40
