Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,42,10,111.8,70.5,33.0,63.0,10.0,NO,YES,7.5,0.0,30.0,98.7,70,121.553885,29.885831,2026-03-25 23:09:48
V04,4,1,39,10,120.2,74.5,37.0,67.0,10.0,NO,YES,7.5,0.0,30.0,98.7,70,121.556475,29.885831,2026-03-25 23:09:48
V01,1,2,44,10,128.5,77.2,64.0,94.0,10.0,YES,NO,0.0,0.0,30.0,98.7,60,121.553885,29.886736,2026-03-25 23:09:49
V03,3,1,45,10,125.8,77.2,37.0,67.0,10.0,NO,YES,10.2,0.0,30.0,98.6,70,121.535756,29.886736,2026-03-25 23:09:49
V07,7,1,47,10,127.8,80.1,45.0,75.0,10.0,NO,YES,5.1,0.0,30.0,98.7,40,121.526433,29.870000,2026-03-25 23:09:49
V08,8,1,2,30,102.7,80.6,50.0,80.0,10.0,NO,YES,0.6,0.0,30.0,98.8,70,121.536792,29.883570,2026-03-25 23:09:49
V04,4,2,38,30,136.8,81.0,75.0,105.0,10.0,YES,NO,0.0,0.0,30.0,98.6,60,121.557510,29.885831,2026-03-25 23:09:49
V05,5,1,5,20,134.4,81.9,41.0,71.0,10.0,NO,YES,10.9,0.0,30.0,98.6,50,121.535756,29.888093,2026-03-25 23:09:49
V10,10,1,15,20,131.0,89.4,58.0,88.0,10.0,NO,YES,1.4,0.0,30.0,98.6,50,121.526433,29.867738,2026-03-25 23:09:50
V04,4,3,37,10,194.2,90.3,124.0,154.0,10.0,YES,NO,0.0,33.7,30.0,98.5,30,121.559064,29.886736,2026-03-25 23:09:50
V01,1,3,40,30,157.9,90.5,85.0,115.0,10.0,YES,NO,0.0,0.0,30.0,98.5,50,121.556475,29.888093,2026-03-25 23:09:50
V03,3,2,6,20,160.1,93.3,95.0,125.0,10.0,YES,NO,0.0,1.7,30.0,98.4,60,121.534720,29.883570,2026-03-25 23:09:50
V02,2,1,12,20,108.0,94.5,64.0,94.0,10.0,NO,YES,0.5,0.0,30.0,98.6,110,121.529540,29.870000,2026-03-25 23:09:50
V10,10,2,16,20,147.6,95.7,72.0,102.0,10.0,YES,NO,0.0,0.0,30.0,98.5,30,121.525397,29.867738,2026-03-25 23:09:50
V05,5,2,8,10,167.9,97.7,91.0,121.0,10.0,YES,NO,0.0,0.0,30.0,98.3,30,121.533166,29.885831,2026-03-25 23:09:51
V04,4,4,35,20,216.3,99.7,139.0,169.0,10.0,YES,NO,0.0,39.3,30.0,98.3,20,121.560100,29.888093,2026-03-25 23:09:51
V07,7,2,10,30,169.2,100.1,119.0,149.0,10.0,YES,NO,0.0,18.9,30.0,98.4,30,121.530576,29.867738,2026-03-25 23:09:51
V08,8,2,3,10,146.0,101.8,109.0,139.0,10.0,YES,NO,0.0,7.2,30.0,98.5,40,121.536792,29.888093,2026-03-25 23:09:51
V01,1,4,43,20,184.6,102.7,128.0,158.0,10.0,YES,NO,0.0,25.3,30.0,98.3,20,121.553885,29.888093,2026-03-25 23:09:51
V02,2,2,14,10,128.0,102.9,35.0,65.0,10.0,NO,YES,37.9,0.0,30.0,98.5,90,121.527987,29.870000,2026-03-25 23:09:51
V09,9,1,33,10,171.6,103.6,51.0,81.0,10.0,NO,YES,22.6,0.0,30.0,98.2,50,121.569424,29.860954,2026-03-25 23:09:51
V03,3,3,4,40,188.0,106.2,141.0,171.0,10.0,YES,NO,0.0,34.8,30.0,98.2,40,121.535756,29.885831,2026-03-25 23:09:51
V10,10,3,13,10,181.2,111.4,142.0,172.0,10.0,YES,NO,0.0,30.6,30.0,98.3,10,121.527987,29.865477,2026-03-25 23:09:52
V09,9,2,32,10,199.5,115.9,131.0,161.0,10.0,YES,NO,0.0,15.1,30.0,98.0,40,121.570460,29.863215,2026-03-25 23:09:52
V02,2,3,11,40,157.4,116.3,59.0,89.0,10.0,NO,YES,27.3,0.0,30.0,98.3,80,121.529540,29.867738,2026-03-25 23:09:52
V08,8,3,46,10,177.4,116.3,113.0,143.0,10.0,YES,NO,0.0,0.0,30.0,98.3,30,121.534720,29.885831,2026-03-25 23:09:52
V06,6,1,41,20,102.7,117.8,92.0,122.0,10.0,YES,NO,0.0,0.0,15.0,98.7,60,121.555439,29.883570,2026-03-25 23:09:53
V05,5,3,1,20,215.2,121.3,145.0,175.0,10.0,YES,NO,0.0,23.7,30.0,98.0,20,121.538346,29.888093,2026-03-25 23:09:53
V02,2,4,9,20,185.3,129.2,91.0,121.0,10.0,NO,YES,8.2,0.0,30.0,98.1,40,121.530576,29.865477,2026-03-25 23:09:54
V08,8,4,7,20,206.8,130.1,79.0,109.0,10.0,NO,YES,21.1,0.0,30.0,98.1,20,121.533166,29.883570,2026-03-25 23:09:54
V06,6,2,36,40,153.4,144.5,43.0,73.0,10.0,NO,YES,71.5,0.0,30.0,98.3,40,121.559064,29.888093,2026-03-25 23:09:55
V09,9,3,50,30,262.2,149.2,116.0,146.0,10.0,NO,YES,3.2,0.0,30.0,97.5,30,121.562690,29.865477,2026-03-25 23:09:56
V02,2,5,17,20,242.5,159.6,149.0,179.0,10.0,YES,NO,0.0,0.0,30.0,97.6,20,121.525397,29.870000,2026-03-25 23:09:57
