Drone,RouteIndex,CustomerCount,TotalDemand,VehicleCapacity,StartTime,EndTime,TotalTime,DistanceMeters,OnTimeCount,LateCount,TotalLateness,BatteryStartPct,BatteryEndPct,BatteryUsedPct,Strategy,Completed
V01,1,12,291,1000,974.0,3057.2,2083.2,16975,9,3,1764.3,100.0,62.1,37.9,Efficiency,True
V02,2,14,233,1000,974.0,2695.8,1721.8,13182,2,12,7368.9,100.0,70.3,29.7,Efficiency,True
V03,3,8,112,1000,974.0,2748.6,1774.6,14023,6,2,363.2,100.0,70.4,29.6,Efficiency,True
V04,4,13,176,1000,974.0,2719.9,1745.9,13516,3,10,5845.4,100.0,68.4,31.6,Efficiency,True
V05,5,18,305,1000,974.0,3298.4,2324.4,19104,0,18,10586.1,100.0,59.2,40.8,Efficiency,True
V06,6,7,103,1000,974.0,2465.8,1491.7,11349,3,4,1014.8,100.0,74.9,25.1,Efficiency,True
V07,7,13,173,1000,974.0,3577.4,2603.4,22338,0,13,11130.4,100.0,54.7,45.3,Efficiency,True
V08,8,6,103,1000,974.0,2748.6,1774.6,15159,1,5,1743.2,100.0,70.4,29.6,Efficiency,True
V09,9,20,375,1000,974.0,3547.7,2573.7,21698,0,20,18735.5,100.0,54.3,45.7,Efficiency,True
V10,10,17,366,1000,974.0,3035.4,2061.4,16404,0,17,14854.8,100.0,61.4,38.6,Efficiency,True
