Drone,RouteIndex,StopIndex,CustomerNo,Demand,PlannedArrival,ActualArrival,ReadyTime,DueTime,ServiceTime,OnTime,Late,Lateness,WaitTime,SpeedMps,BatteryPct,CargoLoad,Longitude,Latitude,Timestamp
V01,1,1,42,10,111.8,81.3,33.0,63.0,10.0,NO,YES,18.3,0.0,30.0,98.3,200,121.553885,29.885831,2026-03-25 23:24:34
V02,2,1,11,40,111.8,93.2,59.0,89.0,10.0,NO,YES,4.2,0.0,30.0,98.3,200,121.529540,29.867738,2026-03-25 23:24:35
V04,4,1,6,20,111.0,125.3,95.0,125.0,10.0,NO,YES,0.3,0.0,18.4,98.1,200,121.534720,29.883570,2026-03-25 23:24:36
V03,3,1,30,10,173.3,137.9,74.0,104.0,10.0,NO,YES,33.9,0.0,30.0,97.1,200,121.570978,29.863215,2026-03-25 23:24:37
V05,5,1,43,20,126.9,159.2,128.0,158.0,10.0,NO,YES,1.2,0.0,30.0,97.7,170,121.553885,29.888093,2026-03-25 23:24:38
V05,5,2,35,20,178.0,196.4,139.0,169.0,10.0,NO,YES,27.4,0.0,30.0,97.0,150,121.560100,29.888093,2026-03-25 23:24:40
V01,1,2,14,10,325.2,259.0,35.0,65.0,10.0,NO,YES,194.0,0.0,30.0,94.5,190,121.527987,29.870000,2026-03-25 23:24:43
V03,3,2,38,30,371.2,302.9,75.0,105.0,10.0,NO,YES,197.9,0.0,30.0,93.6,190,121.557510,29.885831,2026-03-25 23:24:45
V04,4,2,49,10,345.7,323.3,104.0,134.0,10.0,NO,YES,189.3,0.0,30.0,93.9,180,121.547151,29.855073,2026-03-25 23:24:46
V05,5,3,4,40,345.5,335.5,141.0,171.0,10.0,NO,YES,164.5,0.0,30.0,94.3,130,121.535756,29.885831,2026-03-25 23:24:47
V02,2,2,27,20,412.2,343.9,62.0,92.0,10.0,NO,YES,251.9,0.0,30.0,93.2,160,121.574603,29.865477,2026-03-25 23:24:47
V03,3,3,7,20,538.7,435.9,79.0,109.0,10.0,NO,YES,326.9,0.0,30.0,91.0,160,121.533166,29.883570,2026-03-25 23:24:52
V01,1,3,39,10,552.6,444.4,37.0,67.0,10.0,NO,YES,377.4,0.0,30.0,90.6,180,121.556475,29.885831,2026-03-25 23:24:52
V05,5,4,13,10,513.6,469.8,142.0,172.0,10.0,NO,YES,297.8,0.0,30.0,91.9,90,121.527987,29.865477,2026-03-25 23:24:53
V04,4,3,3,10,608.0,536.1,109.0,139.0,10.0,NO,YES,397.1,0.0,30.0,89.5,170,121.536792,29.888093,2026-03-25 23:24:57
V01,1,4,45,10,696.0,557.2,37.0,67.0,10.0,NO,YES,490.2,0.0,30.0,88.3,170,121.535756,29.886736,2026-03-25 23:24:58
V03,3,4,40,30,702.4,565.5,85.0,115.0,10.0,NO,YES,450.5,0.0,30.0,88.4,140,121.556475,29.888093,2026-03-25 23:24:58
V01,1,5,5,20,716.0,569.3,41.0,71.0,10.0,NO,YES,498.3,0.0,30.0,88.1,160,121.535756,29.888093,2026-03-25 23:24:58
V02,2,3,12,20,714.1,591.2,64.0,94.0,10.0,NO,YES,497.2,0.0,30.0,88.3,140,121.529540,29.870000,2026-03-25 23:24:59
V05,5,5,1,20,703.1,621.7,145.0,175.0,10.0,NO,YES,446.7,0.0,30.0,89.1,80,121.538346,29.888093,2026-03-25 23:25:01
V01,1,6,36,40,876.0,696.6,43.0,73.0,10.0,NO,YES,623.6,0.0,30.0,85.6,140,121.559064,29.888093,2026-03-25 23:25:05
V02,2,4,44,10,923.5,756.1,64.0,94.0,10.0,NO,YES,662.1,0.0,30.0,85.1,120,121.553885,29.886736,2026-03-25 23:25:08
V04,4,4,34,30,886.1,760.0,111.0,141.0,10.0,NO,YES,619.0,0.0,30.0,85.0,160,121.569424,29.865477,2026-03-25 23:25:08
V03,3,5,18,20,984.3,793.2,87.0,117.0,10.0,NO,YES,676.2,0.0,30.0,84.1,110,121.548187,29.851907,2026-03-25 23:25:10
V05,5,6,24,10,950.5,820.2,148.0,178.0,10.0,NO,YES,642.2,0.0,30.0,85.6,60,121.545079,29.856430,2026-03-25 23:25:11
V01,1,7,47,10,1134.7,906.9,45.0,75.0,10.0,NO,YES,831.9,0.0,30.0,81.7,100,121.526433,29.870000,2026-03-25 23:25:15
V05,5,7,17,20,1121.8,956.0,149.0,179.0,10.0,NO,YES,777.0,0.0,30.0,83.3,50,121.525397,29.870000,2026-03-25 23:25:18
V02,2,5,23,30,1196.4,976.0,65.0,95.0,10.0,NO,YES,881.0,0.0,30.0,81.0,110,121.545079,29.851907,2026-03-25 23:25:19
V02,2,6,21,10,1213.1,984.1,67.0,97.0,10.0,NO,YES,887.1,0.0,30.0,80.8,80,121.546115,29.851907,2026-03-25 23:25:19
V04,4,5,46,10,1165.1,984.9,113.0,143.0,10.0,NO,YES,841.9,0.0,30.0,80.6,130,121.534720,29.885831,2026-03-25 23:25:19
V01,1,8,2,30,1264.9,1005.6,50.0,80.0,10.0,NO,YES,925.6,0.0,30.0,79.9,90,121.536792,29.883570,2026-03-25 23:25:20
V03,3,6,8,10,1262.3,1015.9,91.0,121.0,10.0,NO,YES,894.9,0.0,30.0,80.0,90,121.533166,29.885831,2026-03-25 23:25:21
V05,5,8,48,10,1325.2,1114.6,151.0,181.0,10.0,NO,YES,933.6,0.0,30.0,80.6,30,121.547151,29.851907,2026-03-25 23:25:26
V05,5,9,25,20,1358.5,1136.1,154.0,184.0,10.0,NO,YES,952.1,0.0,30.0,80.3,20,121.543525,29.851907,2026-03-25 23:25:27
V03,3,7,9,20,1423.3,1142.1,91.0,121.0,10.0,NO,YES,1021.1,0.0,30.0,77.7,80,121.530576,29.865477,2026-03-25 23:25:27
V02,2,7,29,10,1417.4,1145.0,67.0,97.0,10.0,NO,YES,1048.0,0.0,30.0,78.0,70,121.572013,29.865477,2026-03-25 23:25:27
V01,1,9,33,10,1543.0,1231.3,51.0,81.0,10.0,NO,YES,1150.3,0.0,30.0,75.9,60,121.569424,29.860954,2026-03-25 23:25:31
V04,4,6,26,30,1481.2,1242.1,115.0,145.0,10.0,NO,YES,1097.1,0.0,30.0,75.6,120,121.574603,29.863215,2026-03-25 23:25:32
V03,3,8,22,40,1553.4,1248.1,92.0,122.0,10.0,NO,YES,1126.1,0.0,30.0,75.8,60,121.546115,29.856430,2026-03-25 23:25:32
V04,4,7,50,30,1569.6,1313.9,116.0,146.0,10.0,NO,YES,1167.9,0.0,30.0,74.3,90,121.562690,29.865477,2026-03-25 23:25:36
V02,2,8,16,20,1727.9,1392.2,72.0,102.0,10.0,NO,YES,1290.2,0.0,30.0,73.6,60,121.525397,29.867738,2026-03-25 23:25:40
V03,3,9,41,20,1772.3,1415.9,92.0,122.0,10.0,NO,YES,1293.9,0.0,30.0,73.1,20,121.555439,29.883570,2026-03-25 23:25:41
V01,1,10,15,20,1834.1,1448.9,58.0,88.0,10.0,NO,YES,1360.9,0.0,30.0,72.2,50,121.526433,29.867738,2026-03-25 23:25:42
V04,4,8,10,30,1787.0,1465.2,119.0,149.0,10.0,NO,YES,1316.2,0.0,30.0,71.7,60,121.530576,29.867738,2026-03-25 23:25:43
V02,2,9,19,40,1910.0,1522.6,72.0,102.0,10.0,NO,YES,1420.6,0.0,30.0,71.4,40,121.547151,29.854169,2026-03-25 23:25:46
V04,4,9,20,10,1932.3,1575.1,122.0,152.0,10.0,NO,YES,1423.1,0.0,30.0,69.9,30,121.547151,29.856430,2026-03-25 23:25:49
V01,1,11,31,20,2131.3,1688.6,61.0,91.0,10.0,NO,YES,1597.6,0.0,30.0,68.1,30,121.570978,29.865477,2026-03-25 23:25:54
V01,1,12,28,10,2162.6,1710.6,62.0,92.0,10.0,NO,YES,1618.6,0.0,30.0,67.8,10,121.573049,29.863215,2026-03-25 23:25:55
V04,4,10,37,10,2178.5,1786.0,124.0,154.0,10.0,NO,YES,1632.0,0.0,30.0,66.4,20,121.559064,29.886736,2026-03-25 23:25:59
V04,4,11,32,10,2376.7,1951.4,131.0,161.0,10.0,NO,YES,1790.4,0.0,30.0,63.7,10,121.570460,29.863215,2026-03-25 23:26:07
