Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V08_8,8,0,Depot,121.546115,29.872262,25.0,C002,121.536792,29.883570,25.0,1545.7,1575.7,1.019,4,97.56,151.42,53.87,15.0,29.3,100.0,99.1,40,40,50.0,80.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01_1,1,0,Depot,121.546115,29.872262,25.0,C042,121.553885,29.885831,25.0,1684.6,1751.0,1.039,6,97.56,157.34,59.78,15.0,29.3,100.0,99.0,30,30,33.0,63.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02_2,2,0,Depot,121.546115,29.872262,25.0,C014,121.527987,29.870000,25.0,1766.0,1806.0,1.023,6,97.56,159.61,62.05,15.0,29.1,100.0,98.9,30,30,35.0,65.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04_4,4,0,Depot,121.546115,29.872262,25.0,C039,121.556475,29.885831,25.0,1809.5,1856.7,1.026,6,97.56,161.24,63.68,15.0,29.2,100.0,98.9,30,30,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03_3,3,0,Depot,121.546115,29.872262,25.0,C045,121.535756,29.886736,25.0,1894.2,1924.2,1.016,4,97.56,163.51,65.95,15.0,29.2,100.0,98.8,50,50,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07_7,7,0,Depot,121.546115,29.872262,25.0,C047,121.526433,29.870000,25.0,1914.4,1940.5,1.014,6,97.56,164.30,66.74,15.0,29.1,100.0,98.9,10,10,45.0,75.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08_8,8,1,C002,121.536792,29.883570,35.0,C046,121.534720,29.885831,25.0,321.3,331.2,1.031,4,153.41,164.81,11.40,30.0,29.0,99.1,98.9,10,10,113.0,143.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10_10,10,0,Depot,121.546115,29.872262,25.0,C015,121.526433,29.867738,25.0,1963.4,1986.0,1.012,5,97.56,165.79,68.23,15.0,29.1,100.0,98.8,30,30,58.0,88.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05_5,5,0,Depot,121.546115,29.872262,25.0,C005,121.535756,29.888093,25.0,2024.0,2054.0,1.015,4,97.56,168.16,70.61,15.0,29.1,100.0,98.8,40,40,41.0,71.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01_1,1,1,C042,121.553885,29.885831,35.0,C043,121.553885,29.888093,25.0,251.7,261.5,1.039,4,159.32,168.35,9.03,30.0,29.0,99.0,98.8,20,20,128.0,158.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03_3,3,1,C045,121.535756,29.886736,35.0,C004,121.535756,29.885831,25.0,101.1,110.6,1.094,4,165.51,169.31,3.80,30.0,29.1,98.8,98.8,40,40,141.0,171.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02_2,2,1,C014,121.527987,29.870000,35.0,C017,121.525397,29.870000,25.0,249.9,259.7,1.039,4,161.60,170.60,9.01,30.0,28.8,98.9,98.8,20,20,149.0,179.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06_6,6,0,Depot,121.546115,29.872262,25.0,C036,121.559064,29.888093,25.0,2158.1,2213.4,1.026,7,97.56,173.35,75.80,15.0,29.2,100.0,98.7,40,40,43.0,73.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10_10,10,1,C015,121.526433,29.867738,35.0,C013,121.527987,29.865477,25.0,292.9,302.7,1.034,4,167.76,178.20,10.44,30.0,29.0,98.8,98.7,10,10,142.0,172.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04_4,4,1,C039,121.556475,29.885831,35.0,C035,121.560100,29.888093,25.0,430.7,440.6,1.023,4,163.23,178.49,15.26,30.0,28.9,98.9,98.7,20,20,139.0,169.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05_5,5,1,C005,121.535756,29.888093,35.0,C001,121.538346,29.888093,25.0,249.9,259.7,1.039,4,170.15,179.22,9.07,30.0,28.6,98.8,98.6,20,20,145.0,175.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09_9,9,0,Depot,121.546115,29.872262,25.0,C033,121.569424,29.860954,25.0,2575.4,2624.7,1.019,7,97.56,188.08,90.52,15.0,29.0,100.0,98.5,10,10,51.0,81.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08_8,8,2,C046,121.534720,29.885831,45.0,Depot,121.546115,29.872262,25.0,1866.6,1877.0,1.006,5,166.81,231.10,64.29,30.0,29.2,98.9,97.9,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07_7,7,1,C047,121.526433,29.870000,35.0,Depot,121.546115,29.872262,25.0,1914.5,1925.0,1.005,5,166.28,232.35,66.07,30.0,29.1,98.9,97.8,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03_3,3,2,C004,121.535756,29.885831,45.0,Depot,121.546115,29.872262,25.0,1809.6,1819.5,1.005,4,171.29,233.87,62.58,30.0,29.1,98.8,97.8,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01_1,1,2,C043,121.553885,29.888093,45.0,Depot,121.546115,29.872262,25.0,1913.2,1923.1,1.005,4,170.35,236.80,66.45,30.0,28.9,98.8,97.8,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V02_2,2,2,C017,121.525397,29.870000,45.0,Depot,121.546115,29.872262,25.0,2013.6,2023.5,1.005,4,172.60,242.31,69.71,30.0,29.0,98.8,97.7,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10_10,10,2,C013,121.527987,29.865477,45.0,Depot,121.546115,29.872262,25.0,1904.0,1913.9,1.005,4,180.18,246.17,65.98,30.0,29.0,98.7,97.6,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05_5,5,2,C001,121.538346,29.888093,45.0,Depot,121.546115,29.872262,25.0,1913.2,1929.6,1.009,5,181.18,247.49,66.31,30.0,29.1,98.6,97.6,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V06_6,6,1,C036,121.559064,29.888093,35.0,Depot,121.546115,29.872262,25.0,2158.2,2187.8,1.014,5,175.34,250.14,74.80,30.0,29.2,98.7,97.5,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04_4,4,2,C035,121.560100,29.888093,45.0,Depot,121.546115,29.872262,25.0,2217.5,2228.1,1.005,5,180.47,257.52,77.04,30.0,28.9,98.7,97.4,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V09_9,9,1,C033,121.569424,29.860954,35.0,Depot,121.546115,29.872262,25.0,2575.4,2600.1,1.010,6,190.06,279.19,89.13,30.0,29.2,98.5,97.1,0,0,0.0,340282300000000000000000000000000000000.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
