Drone,RouteIndex,CustomerCount,TotalDemand,VehicleCapacity,StartTime,EndTime,TotalTime,DistanceMeters,OnTimeCount,LateCount,TotalLateness,BatteryStartPct,BatteryEndPct,BatteryUsedPct,Strategy,Completed
V01_1,1,3,50,200,0.0,311.4,311.4,4521,2,1,0.2,100.0,96.7,3.3,Nearest Neighbor / Balanced,True
V02_2,2,2,40,200,0.0,292.8,292.8,3881,2,0,0.0,100.0,97.1,2.9,Nearest Neighbor / Balanced,True
V03_3,3,3,70,200,0.0,224.9,224.9,3906,2,1,0.6,100.0,97.0,3.0,Nearest Neighbor / Balanced,True
V04_4,4,2,40,200,0.0,242.9,242.9,4440,1,1,0.6,100.0,96.8,3.2,Nearest Neighbor / Balanced,True
V05_5,5,3,60,200,0.0,218.8,218.8,3873,2,1,0.5,100.0,97.1,2.9,Nearest Neighbor / Balanced,True
V06_6,6,1,30,200,0.0,269.4,269.4,3590,1,0,0.0,100.0,97.4,2.6,Nearest Neighbor / Balanced,True
V07_7,7,2,20,200,0.0,252.4,252.4,4575,1,1,0.5,100.0,96.8,3.2,Nearest Neighbor / Balanced,True
V08_8,8,1,20,200,0.0,292.5,292.5,3877,1,0,0.0,100.0,97.2,2.8,Nearest Neighbor / Balanced,True
V09_9,9,1,20,200,0.0,293.1,293.1,3903,1,0,0.0,100.0,97.2,2.8,Nearest Neighbor / Balanced,True
V10_10,10,1,10,200,0.0,226.8,226.8,3994,0,1,0.6,100.0,97.2,2.8,Nearest Neighbor / Balanced,True
