Drone,RouteIndex,LegIndex,OriginName,OriginLongitude_deg,OriginLatitude_deg,OriginAltitude_mWGS84,DestName,DestLongitude_deg,DestLatitude_deg,DestAltitude_mWGS84,StraightLineDist_m,ActualFlownDist_m,DetourRatio,WaypointCount,DepartureSimTime,ArrivalSimTime,LegDuration_simUnits,CruiseSpeed_mps,AvgSpeed_mps,DepartBattery_pct,ArriveBattery_pct,DepartCargo,ArriveCargo,DestReadyTime,DestDueTime,ArrivedOnTime,DistanceUnit,TimeUnit,SpeedUnit,AltitudeUnit,CoordSystem
V01,1,0,Depot,121.546115,29.872262,25.0,C042,121.553885,29.885831,25.0,1684.6,1735.9,1.030,7,0.00,70.54,70.54,15.0,24.6,100.0,98.7,70,70,33.0,63.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,0,Depot,121.546115,29.872262,25.0,C039,121.556475,29.885831,25.0,1809.5,1842.1,1.018,7,0.00,74.51,74.51,15.0,24.7,100.0,98.7,70,70,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,1,C042,121.553885,29.885831,35.0,C044,121.553885,29.886736,25.0,101.1,110.6,1.094,4,72.52,77.17,4.66,30.0,23.7,98.7,98.7,60,60,64.0,94.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,0,Depot,121.546115,29.872262,25.0,C045,121.535756,29.886736,25.0,1894.2,1924.2,1.016,4,0.00,77.17,77.17,15.0,24.9,100.0,98.6,70,70,37.0,67.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V07,7,0,Depot,121.546115,29.872262,25.0,C047,121.526433,29.870000,25.0,1914.4,1948.1,1.018,6,0.00,80.07,80.07,15.0,24.3,100.0,98.7,40,40,45.0,75.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V08,8,0,Depot,121.546115,29.872262,25.0,C002,121.536792,29.883570,25.0,1545.7,1575.7,1.019,4,0.00,80.62,80.62,15.0,19.5,100.0,98.8,70,70,50.0,80.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,1,C039,121.556475,29.885831,35.0,C038,121.557510,29.885831,25.0,100.4,109.9,1.095,4,76.41,80.97,4.56,30.0,24.1,98.7,98.6,60,60,75.0,105.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V05,5,0,Depot,121.546115,29.872262,25.0,C005,121.535756,29.888093,25.0,2024.0,2048.7,1.012,5,0.00,81.91,81.91,15.0,25.0,100.0,98.6,50,50,41.0,71.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V10,10,0,Depot,121.546115,29.872262,25.0,C015,121.526433,29.867738,25.0,1963.4,1986.2,1.012,5,0.00,89.36,89.36,15.0,22.2,100.0,98.6,50,50,58.0,88.0,NO,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V04,4,2,C038,121.557510,29.885831,45.0,C037,121.559064,29.886736,25.0,181.6,190.4,1.049,4,82.84,90.34,7.50,30.0,25.4,98.6,98.5,30,30,124.0,154.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V01,1,2,C044,121.553885,29.886736,45.0,C040,121.556475,29.888093,25.0,292.4,301.7,1.032,4,79.11,90.55,11.44,30.0,26.4,98.7,98.5,50,50,85.0,115.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
V03,3,1,C045,121.535756,29.886736,35.0,C006,121.534720,29.883570,25.0,366.1,376.0,1.027,4,79.11,93.33,14.21,30.0,26.5,98.6,98.4,60,60,95.0,125.0,YES,meters,sim_time_units,m/s,meters_WGS84,WGS84_degrees
